Time,EDA,PPG_GRN,PPG_IR,PPG_RED,TEMP1,PPG_RED_HR,PPG_RED_IBI,PPG_IR_HR,PPG_IR_IBI,PPG_GRN_HR,PPG_GRN_IBI,PPG_RED_brut,PPG_IR_brut,PPG_GRN_brut,EDA_brut,TEMP1_brut,PPG_RED_HR_brut,PPG_GRN_HR_brut,PPG_IR_HR_brut,PPG_RED_IBI_brut,PPG_GRN_IBI_brut,PPG_IR_IBI_brut
0.0,,8256.0,,,,,,,,,,,,8256.0,,,,,,,,
0.1525001134723425,,8258.064516129032,,,,,,,,,,,,8288.0,,,,,,,,
0.3690000157803297,,8260.20551508845,,,33.67900085449219,,,,,,,,,8291.25,,33.67900085449219,,,,,,
100.30309995636344,,8262.4180625021,178223.0,,33.67900085449219,,,,,,,,178223.0,8294.5,,,,,,,,
100.35290010273457,,8264.697542340675,178229.51612903227,,33.67900085449219,,,,,,,,178324.0,8297.75,,,,,,,,
100.39130016230047,,8267.039636383211,178241.8054110302,,33.67900085449219,,,,,,,,178420.0,8301.0,,,,,,,,
100.46280012466013,,8269.44030500365,178254.20506193148,126441.0,33.67900085449219,,,,,,,126441.0,178434.0,8304.25,,,,,,,,
100.5144000519067,,8271.895769196964,178266.70796116174,126441.45161290324,33.67900085449219,,,,,,,126448.0,178448.0,8307.5,,,,,,,,
100.55160010233521,,8274.402493764903,178279.30744753842,126445.55150884498,33.67900085449219,,,,,,,126505.0,178462.0,8310.75,,,,,,,,
100.5973001010716,,8276.957171586522,178291.99728963274,126449.45947601627,33.67900085449219,,,,,,,126506.125,178476.0,8314.0,,,,,,,,
100.65530007705092,,8280.121225032553,178304.77165804355,126453.18789691845,33.67900085449219,,,,,,,126507.25,178490.0,8326.0,,,,,,,,
100.69700004532933,,8283.855339546582,178317.6250994601,126456.74835518177,33.67900085449219,,,,,,,126508.375,178504.0,8338.0,,,,,,,,
100.7491999771446,0.2760599851608276,8287.75407340072,178330.55251239816,126460.15168710554,33.67900085449219,,,,,,,126509.5,178518.0,8344.285714285714,0.2760599851608276,,,,,,,
100.80330003984272,0.2761479914188385,8291.806805992379,178343.5491245015,126463.40802987292,33.67900085449219,,,,,,,126510.625,178532.0,8350.57142857143,0.2761479914188385,,,,,,,
200.00359998084605,0.2761661609013875,8296.003601919138,178356.61047130785,126466.52686665532,33.67900085449219,,,,,,,126511.75,178546.0,8356.857142857143,,,,,,,,
200.10360004380345,0.2761843303839366,8300.335166772282,178374.11947315896,126469.5170688066,33.67900085449219,,,,,,,126512.875,178628.0,8363.142857142857,,,,,,,,
200.29289997182786,0.2762024998664856,8304.792805782366,178391.33757166483,126472.3869353352,33.67900085449219,,,,,,,126514.0,178641.0,8369.42857142857,,,,,,,,
200.3864999860525,0.2762206693490346,8309.368385132813,178408.28353478323,126477.07164918455,33.67900085449219,,,,,,,126545.0,178654.0,8375.714285714286,,,,,,,,
200.6435999646783,0.2762388388315837,8314.054295769407,178424.97491963595,126481.47255661045,33.67900085449219,,,,,,,126545.28571428571,178667.0,8382.0,,,,,,,,
200.73570008389652,0.2762570083141327,8318.624269519052,178441.4281506272,126485.60796770471,33.67900085449219,,,,,,,126545.57142857143,178680.0,8384.888888888889,0.2762570083141327,,,,,,,
200.8475000038743,0.2762720070101998,8323.085786180905,178457.65859252226,126489.49501126294,33.68606012884717,,,,,,,126545.85714285714,178693.0,8387.777777777777,,33.71900177001953,,,,,,
333.39709998108447,0.2762870057062669,8327.445842986439,178473.68061881114,126493.14971099714,33.68606012884717,,,,,,,126546.14285714286,178706.0,8390.666666666666,,,,,,,,
333.48280005156994,0.27630200440233404,8331.710985732834,178495.89477243624,126496.58705683143,33.68606012884717,,,,,,,126546.42857142857,178818.0,8393.555555555555,,,,,,,,
333.7340001016855,0.2763170030984011,8335.887337907778,178525.4499484081,126499.82107159807,33.68606012884717,,,,,,,126546.71428571429,178954.0,8396.444444444445,,,,,,,,
333.9289999566972,0.27633200179446826,8339.980627935232,178552.62091947853,126502.86487343046,33.68606012884717,,,,,,,126547.0,178946.6,8399.333333333334,,,,,,,,
334.04410001821816,0.27634700049053534,8343.996214663426,178577.56150531862,126508.3574622414,33.68606012884717,,,,,,,126588.0,178939.2,8402.222222222223,,,,,,,,
334.1997000388801,0.2763619991866025,8347.939111208438,178600.41560174967,126515.17310983874,33.68606012884717,,,,,,,126614.0,178931.8,8405.111111111111,,,,,,,,
334.30890017189085,0.27637699788266956,8351.814007259507,178621.31782099162,126521.52968339754,33.68606012884717,,,,,,,126613.7,178924.4,8408.0,,,,,,,,
334.38779995776713,0.2763919965787367,8357.245361629863,178640.39409060508,126527.4568005977,33.68606012884717,,,,,,,126613.4,178917.0,8436.0,,,,,,,,
334.4996999949217,0.2764069952748038,8364.90695120213,178657.76221379187,126532.98216830108,33.68606012884717,,,,,,,126613.1,178909.6,8476.0,,,,,,,,
334.6142000518739,0.2764219939708709,8371.977470479413,178673.53239354724,126538.13170583006,33.68606012884717,,,,,,,126612.8,178902.2,8474.5,0.2764219939708709,,,,,,,
334.69779998995364,0.2766189873218536,8378.495053029128,178687.8077229958,126542.92966029265,33.68606012884717,,,,,,,126612.5,178894.8,8473.0,0.2766189873218536,,,,,,,
334.8312999587506,0.27663598819212476,8384.49537218854,178700.68464409286,126547.39871446733,33.69685307832442,,,,,,,126612.2,178887.4,8471.5,,33.77199935913086,,,,,,
433.31240001134574,0.27665298906239594,8390.01179978928,178712.25337673206,126551.5600877275,33.69685307832442,,,,,,,126611.9,178880.0,8470.0,,,,,,,,
433.40750015340745,0.27666998993266706,8395.075554641584,178694.49509436227,126555.43363045476,33.69685307832442,,,,,,,126611.6,178437.0,8468.5,,,,,,,,
433.47500008530915,0.27668699080293824,8399.715841438901,178657.17283020986,126559.0379123609,33.69685307832442,,,,,,,126611.3,178116.0,8467.0,,,,,,,,
433.5221000947058,0.2767039916732094,8403.959980700909,178621.6649056802,126562.39030511183,33.69685307832442,,,,,,,126611.0,178106.8,8465.5,,,,,,,,
433.5978999733925,0.2767209925434806,8407.833530333108,178587.8542666041,126557.59093058849,33.69685307832442,,,,,,,126488.0,178097.6,8464.0,,,,,,,,
433.63680015318096,0.27673799341375177,8411.360399343876,178555.63141069416,126549.68183829245,33.69685307832442,,,,,,,126435.0,178088.4,8462.5,,,,,,,,
433.68240003474057,0.27675499428402295,8414.562954224915,178524.8939003268,126542.16831467503,33.69685307832442,,,,,,,126433.22222222222,178079.2,8461.0,,,,,,,,
433.72600013390183,0.27677199515429407,8416.397602339437,178495.54590675732,126535.02483917629,33.69685307832442,,,,,,,126431.44444444444,178070.0,8443.0,,,,,,,,
433.7770000565797,0.27678899602456525,8416.371950575602,178467.49778374072,126528.22753772406,33.69685307832442,,,,,,,126429.66666666667,178060.8,8416.0,,,,,,,,
433.8450999930501,0.2768059968948364,8416.009244086854,178440.6656686607,126521.75407650889,33.69685307832442,,,,,,,126427.88888888889,178051.6,8410.75,0.2768059968948364,,,,,,,
433.89290012419224,0.2769930064678192,8415.331228339315,178414.97110939227,126515.58356261226,33.69685307832442,,,,,,,126426.11111111111,178042.4,8405.5,0.2769930064678192,,,,,,,
433.9489000849426,0.27701088041067123,8414.358245865811,178390.34071523795,126509.69645104588,33.69586672121566,,,,,,,126424.33333333333,178033.2,8400.25,,33.68899917602539,,,,,,
532.8459001611918,0.27702875435352325,8413.109326777694,178366.7058303839,126504.07445778845,33.69586672121566,,,,,,,126422.55555555556,178024.0,8395.0,,,,,,,,
532.89659996517,0.2770466282963753,8411.602273437198,178342.59577681075,126498.70047843292,33.69586672121566,,,,,,,126420.77777777778,177993.0,8389.75,,,,,,,,
532.9424000810832,0.2770645022392273,8409.853739667056,178320.21325357567,126493.55851208241,33.69586672121566,,,,,,,126419.0,177995.66666666666,8384.5,,,,,,,,
533.0271001439542,0.2770823761820793,8407.879304849828,178299.4468071084,126488.55473710936,33.69586672121566,,,,,,,126416.0,177998.33333333334,8379.25,,,,,,,,
533.1079000607133,0.27710025012493134,8405.693543246614,178280.19217439176,126483.89221950783,33.69586672121566,,,,,,,126416.28571428571,178001.0,8374.0,,,,,,,,
533.157000085339,0.27711812406778336,8402.035895295221,178262.35181905466,126479.54894267324,33.69586672121566,,,,,,,126416.57142857143,178003.66666666666,8349.0,,,,,,,,
533.2097001373768,0.2771359980106354,8398.47712785682,178245.83449739523,126475.50431042704,33.69586672121566,,,,,,,126416.85714285714,178006.33333333334,8346.875,0.2771359980106354,,,,,,,
766.2577000446618,0.2771513968706131,8395.010861543476,178230.55485240198,126471.73905537646,33.69586672121566,,,,,,,126417.14285714286,178009.0,8344.75,,,,,,,,
766.3074999582022,0.27716679573059083,8391.631128540672,178216.90615224701,126468.23515318628,33.69586672121566,,,,,,,126417.42857142857,178019.0,8342.625,,,,,,,,
