Type,Time,Data
PPG_RED,439668.4174893,124942.0
TEMP1,439668.4181433,38.058998107910156
PPG_GRN,439668.4177787,6578.0
EDA,439668.417988,5.700933933258057
PPG_RED,439668.4175557,124862.0
PPG_GRN,439668.417853,6506.0
PPG_IR,439668.4172313,173726.0
PPG_GRN,439668.4179142,6440.0
PPG_RED,439668.4176326,124805.0
PPG_IR,439668.4173188,173481.0
EDA,439668.4180582,5.691615104675293
PPG_IR,439668.4174133,173294.0
TEMP1,439668.5506388,38.13199996948242
PPG_GRN,439668.5504392,6374.0
PPG_IR,439668.550225,173208.0
EDA,439668.5505588,5.705583095550537
PPG_GRN,439668.5504905,6351.0
PPG_IR,439668.5502857,173152.0
PPG_RED,439668.550338,124791.0
PPG_RED,439668.5503895,124774.0
PPG_RED,439668.6841989,124733.0
EDA,439668.6845247,5.696249008178711
PPG_RED,439668.6842561,124739.0
EDA,439668.6845817,5.691615104675293
TEMP1,439668.6846521,38.16299819946289
PPG_IR,439668.6840116,173117.0
PPG_IR,439668.6840791,173095.0
PPG_GRN,439668.6843594,6325.0

PPG_RED,439668.6843022,124733.0
PPG_GRN,439668.6844164,6305.0
PPG_GRN,439668.6844684,6323.0
PPG_IR,439668.7166094,173123.0
PPG_IR,439668.7166686,173159.0
PPG_RED,439668.7167389,124723.0
PPG_RED,439668.7167956,124714.0
EDA,439668.7169588,5.691615104675293
PPG_GRN,439668.7168372,6331.0
PPG_GRN,439668.7168855,6335.0
PPG_GRN,439668.8171559,6372.0
TEMP1,439668.817373,38.24800109863281
PPG_RED,439668.8170456,124745.0
EDA,439668.8172789,5.696249008178711
PPG_RED,439668.8170842,124777.0
PPG_GRN,439668.8172012,6391.0
50537
PPG_IR,439668.8168613,173244.0
PPG_GRN,439668.8172355,6421.0
PPG_IR,439668.8169396,173344.0
PPG_IR,439668.816991,173418.0
PPG_GRN,439668.9513448,6453.0
EDA,439668.9516032,5.7149481773376465
TEMP1,439668.9517162,38.143001556396484
PPG_RED,439668.9508988,124830.0
PPG_IR,439668.9506426,173526.0
PPG_RED,439668.9511225,124870.0
PPG_GRN,439668.9514416,6497.0
PPG_RED,439668.9512296,124886.0
PPG_GRN,439668.9515399,6539.0
EDA,439668.9516602,5.705583095550537
PPG_IR,439668.9508378,173748.0
PPG_IR,439669.0502222,173634.0
PPG_GRN,439669.0505478,6531.0
TEMP1,439669.05078,38.09700012207031
PPG_IR,439669.0502701,173371.0
EDA,439669.0507037,5.7149481773376465
PPG_IR,439669.0503067,173269.0
PPG_RED,439669.0503483,124852.0
PPG_GRN,439669.0505964,6459.0
PPG_RED,439669.0504118,124796.0
PPG_RED,439669.0504649,124755.0
PPG_GRN,439669.0506394,6404.0
PPG_RED,439669.1507684,124742.0
PPG_IR,439669.1505995,173205.0
EDA,439669.1510776,5.705583095550537
EDA,439669.1511591,5.7149481773376465
PPG_GRN,439669.1509202,6348.0
PPG_RED,439669.1508439,124725.0
TEMP1,439669.1512684,38.077999114990234
PPG_IR,439669.1506905,173191.0
PPG_GRN,439669.1509953,6345.0
EDA,439669.2515248,5.7149481773376465
PPG_RED,439669.2510758,124731.0
PPG_RED,439669.2511488,124738.0
PPG_GRN,439669.2512904,6351.0
PPG_RED,439669.2512132,124751.0
PPG_IR,439669.2508515,173253.0
PPG_IR,439669.2509315,173277.0
PPG_IR,439669.2509997,173278.0
PPG_GRN,439669.2513696,6360.0
PPG_GRN,439669.251442,6358.0
PPG_IR,439669.383729,173334.0
PPG_GRN,439669.3839624,6371.0
PPG_GRN,439669.3840794,6398.0
TEMP1,439669.3845679,38.13999938964844
PPG_IR,439669.383792,173376.0
PPG_RED,439669.3838464,124750.0
PPG_RED,439669.3839026,124758.0
EDA,439669.3841492,5.7149481773376465
EDA,439669.3842595,5.7149481773376465
TEMP1,439669.4849558,38.09600067138672
EDA,439669.4848337,5.7243428230285645
PPG_IR,439669.4839497,173434.0
PPG_IR,439669.4841407,173526.0
PPG_RED,439669.4843928,124775.0
PPG_GRN,439669.4846099,6419.0
PPG_RED,439669.4844668,124819.0
PPG_IR,439669.4842904,173639.0
PPG_RED,439669.4845323,124837.0
PPG_GRN,439669.4846844,6443.0
PPG_GRN,439669.4847519,6487.0
EDA,439669.5842852,5.7243428230285645
TEMP1,439669.5844324,38.11199951171875
PPG_IR,439669.5837425,173735.0
PPG_GRN,439669.584099,6506.0
PPG_RED,439669.5839265,124866.0
PPG_IR,439669.5838083,173848.0
EDA,439669.5843521,5.738471984863281
PPG_GRN,439669.5841611,6550.0
PPG_IR,439669.5838651,173751.0
PPG_RED,439669.5839862,124884.0
PPG_RED,439669.5840383,124858.0
PPG_GRN,439669.5842158,6549.0
PPG_GRN,439669.6841292,6472.0

PPG_RED,439669.684018,124750.0
PPG_IR,439669.6838036,173479.0
PPG_GRN,439669.6842078,6403.0
TEMP1,439669.6843618,38.08399963378906
PPG_IR,439669.6838784,173369.0
EDA,439669.6842803,5.738471984863281
EDA,439669.7521717,5.743182182312012
PPG_IR,439669.7516771,173335.0
PPG_IR,439669.751728,173341.0
PPG_GRN,439669.7519754,6391.0
PPG_GRN,439669.7520822,6368.0
PPG_RED,439669.7517986,124727.0
PPG_RED,439669.75188,124724.0
EDA,439669.7522286,5.738471984863281
PPG_RED,439669.8505949,124716.0
EDA,439669.8510038,5.762190818786621
TEMP1,439669.8510633,38.143001556396484
PPG_GRN,439669.8508584,6371.0
PPG_RED,439669.8507432,124731.0
PPG_GRN,439669.8509087,6381.0
PPG_IR,439669.8502716,173386.0
PPG_IR,439669.8504537,173425.0
PPG_RED,439669.8507892,124753.0
PPG_IR,439669.8505163,173450.0
PPG_GRN,439669.8509549,6407.0
TEMP1,439669.95088,38.0260009765625
PPG_GRN,439669.9506316,6408.0
PPG_RED,439669.950554,124750.0
PPG_GRN,439669.9506944,6433.0
EDA,439669.9507651,5.762190818786621
PPG_IR,439669.9504719,173495.0
EDA,439669.9508216,5.766940116882324
PPG_IR,439669.950515,173559.0
PPG_RED,439669.9505926,124788.0
PPG_IR,439670.2504747,173634.0
PPG_GRN,439670.2508673,6458.0
EDA,439670.2510341,5.762190818786621
EDA,439670.2510848,5.762190818786621
PPG_RED,439670.2506322,124797.0
PPG_IR,439670.2505492,173746.0
PPG_GRN,439670.250924,6490.0

PPG_RED,439670.2506945,124838.0
TEMP1,439670.251169,38.082000732421875
PPG_GRN,439670.2509631,6539.0
