Time,EDA,PPG_GRN,PPG_IR,PPG_RED,TEMP1,PPG_RED_HR,PPG_RED_IBI,PPG_IR_HR,PPG_IR_IBI,PPG_GRN_HR,PPG_GRN_IBI,PPG_RED_brut,PPG_GRN_brut,PPG_IR_brut,EDA_brut,TEMP1_brut,PPG_IR_HR_brut,PPG_GRN_HR_brut,PPG_RED_HR_brut,PPG_IR_IBI_brut,PPG_GRN_IBI_brut,PPG_RED_IBI_brut
0.0,5.700933933258057,6508.0,173500.33333333334,124869.66666666667,,,,,,,,124869.66666666667,6508.0,173500.33333333334,5.700933933258057,,,,,,,
1.0,5.691615104675293,6503.306451612904,173490.00000000003,124866.8548387097,38.05899810791016,,,,,,,124826.08333333334,6435.25,173340.1666666667,5.691615104675293,38.05899810791016,,,,,,
133.0,5.705583095550537,6494.222164412073,173470.00000000003,124861.41259105102,38.06370790543096,,,,,,,124782.5,6362.5,173180.0,5.705583095550537,38.13199996948242,,,,,,
267.0,5.693932056427002,6482.831487138176,173446.5161290323,124853.25694001548,38.07011373085238,,,,,,,124735.0,6317.666666666667,173106.0,5.693932056427002,38.16299819946289,,,,,,
299.0,5.691615104675293,6473.164939580875,173426.80541103022,124844.56294388545,38.07011373085238,,,,,,,124718.5,6333.0,173141.0,5.691615104675293,,,,,,,
399.0,5.693932056427002,6466.111287564906,173418.23731999603,124837.8008184735,38.07011373085238,,,,,,,124739.75,6363.833333333334,173294.0,,,,,,,,
400.0,5.696249008178711,6461.501957184375,173418.22200902854,124832.84592695908,38.0831082776531,,,,,,,124761.0,6394.666666666667,173418.0,5.696249008178711,38.24800109863281,,,,,,
533.0,5.703257322311401,6460.4695728499,173432.33671812346,124832.66231876818,38.0831082776531,,,,,,,124830.0,6445.5,173637.0,,,,,,,,
534.0,5.710265636444092,6462.783363848832,173438.69133845958,124832.66231876818,38.08722055149817,,,,,,,124878.0,6496.333333333333,173530.8333333333,5.710265636444092,38.14300155639648,,,,,,
633.0,5.714948177337647,6462.904867256434,173437.78652092456,124830.4883832603,38.08785149153508,,,,,,,124801.0,6464.666666666667,173424.66666666666,5.714948177337647,38.09700012207031,,,,,,
733.0,5.712606906890869,6455.491650014084,173422.31642280042,124824.23106821126,38.08785149153508,,,,,,,124733.5,6348.0,173198.0,,,,,,,,
734.0,5.710265636444092,6448.3631564647885,173410.00568584556,124818.51723585355,38.087175027143296,,,,,,,124735.66666666667,6345.0,173231.5,5.710265636444092,38.07799911499024,,,,,,
833.0,5.712606906890869,6442.0601571229745,173400.65048030714,124813.31182278774,38.087175027143296,,,,,,,124737.83333333333,6350.666666666666,173265.0,,,,,,,,
834.0,5.714948177337647,6436.529394297837,173392.7375460938,124808.58202776918,38.087175027143296,,,,,,,124740.0,6356.333333333333,173278.0,5.714948177337647,,,,,,,
966.0,5.714948177337647,6432.301691439912,173390.30286570065,124805.06060662279,38.087175027143296,,,,,,,124754.0,6371.0,173355.0,,,,,,,,
967.0,5.714948177337647,6430.088679088951,173390.5736485587,124802.97784347151,38.091279255886604,,,,,,,124772.77777777778,6398.0,173394.5,5.714948177337647,38.13999938964844,,,,,,
1066.0,5.7196455001831055,6429.6851083950405,173393.3753486517,124802.24092167048,38.091279255886604,,,,,,,124791.55555555555,6423.833333333334,173434.0,,,,,,,,
1067.0,5.7243428230285645,6430.974241186758,173405.57693906128,124802.76301274552,38.091603428379415,,,,,,,124810.33333333333,6449.666666666667,173582.5,5.7243428230285645,38.09600067138672,,,,,,
1166.0,5.727875113487244,6434.932892292989,173405.57693906128,124807.42346353614,38.091603428379415,94.9367088607595,0.632,94.7867298578199,0.633,,,124875.0,6492.333333333334,173778.0,,,94.7867298578199,,94.9367088607595,0.633,,0.632
1167.0,5.731407403945923,6441.3888347257,173418.99469075367,124810.68646588865,38.09300382391324,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124858.0,6535.0,173601.0,5.731407403945923,38.11199951171875,,94.7867298578199,,,0.633,
1266.0,5.734939694404602,6444.283103453075,173419.31761393088,124810.25508099262,38.09300382391324,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124804.0,6486.25,173424.0,,,,,,,,
1267.0,5.738471984863281,6443.845483875457,173416.84550980633,124806.36765641246,38.09238559601989,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124750.0,6437.5,173381.0,5.738471984863281,38.08399963378906,,,,,,
1334.0,5.739649534225464,6440.436097818976,173411.75870272206,124801.15038825684,38.09238559601989,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124725.5,6391.0,173338.0,,,,,,,,
1335.0,5.7408270835876465,6435.762801185494,173409.6559907185,124796.52240621878,38.09238559601989,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124729.41666666666,6368.0,173379.1666666667,5.7408270835876465,,,,,,,
1433.0,5.751508951187134,6432.573803259548,173410.34485153237,124792.44569183908,38.09238559601989,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124733.33333333333,6386.333333333333,173420.33333333334,,,,,,,,
1434.0,5.762190818786621,6430.692697672911,173414.43012992814,124789.78252892474,38.096318241291804,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124751.16666666666,6403.416666666666,173473.6666666667,5.762190818786621,38.14300155639648,,,,,,
1533.0,5.764565467834473,6430.035104274659,173421.69270219083,124788.44172060702,38.09178164356734,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124769.0,6420.5,173527.0,5.764565467834473,38.0260009765625,,,,,,
1833.0,5.763378143310547,6434.26939862253,173439.0028504366,124791.59601820227,38.09178164356734,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124837.33333333333,6495.666666666667,173690.0,,,,,,,,
1834.0,5.762190818786621,6439.986785091329,173462.14245148373,124798.72960842578,38.09111008599146,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124902.16666666666,6522.888888888889,173797.6666666667,5.762190818786621,38.08200073242188,,,,,,
1867.0,5.762190818786621,6447.091580318412,173490.73541160306,124809.5857627209,38.09111008599146,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124967.0,6550.111111111111,173905.33333333334,,,,,,,,
1868.0,5.762190818786621,6455.49427406131,173510.55355709107,124813.09635867439,38.09700716157402,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124864.0,6577.333333333333,173797.9166666667,5.762190818786621,38.17699813842773,,,,,,
1967.0,5.762190818786621,6460.069912293913,173522.1630050207,124813.92885166315,38.09700716157402,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124826.0,6526.416666666666,173690.5,,,,,,,,
1968.0,5.762190818786621,6461.065401823339,173534.74926276132,124814.51408703973,38.10050824927159,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124823.0,6475.5,173717.25,5.762190818786621,38.14799880981445,,,,,,
2066.0,5.769362568855286,6462.249354393876,173548.2493103251,124815.13683411245,38.10050824927159,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124824.16666666666,6479.416666666666,173744.0,,,,,,,,
2067.0,5.77653431892395,6463.609611099648,173564.8138709493,124815.79467277187,38.110154493515765,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124825.33333333333,6483.333333333333,173805.0,5.77653431892395,38.24100112915039,,,,,,
2162.0,5.783714652061462,6465.8928619964445,173587.21297604934,124817.45308098015,38.110154493515765,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124841.5,6499.0,173912.0,,,,,,,,
2163.0,5.790894985198975,6469.039559071943,173614.13471953003,124821.8754628524,38.110154493515765,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124886.0,6514.666666666667,174004.5,5.790894985198975,,,,,,,
2334.0,5.800569534301758,6476.198297196333,173645.28731827004,124827.65769105549,38.11489135631433,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124911.5,6580.0,174097.0,5.800569534301758,38.17499923706055,,,,,,
2366.0,5.79415496190389,6487.9274393127,173687.46232999457,124827.65769105549,38.116962840367016,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124975.33333333333,6658.0,174299.0,,38.14699935913086,94.7867298578199,94.7867298578199,94.9367088607595,0.633,0.633,0.632
2500.0,5.787740389506022,6495.577281937687,173718.95938397342,124833.44863585568,38.116962840367016,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124912.0,6606.5,174175.66666666666,,,,,,,,
2501.0,5.781325817108154,6499.411005683643,173740.46738070634,124835.61323999403,38.115729444298765,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124867.0,6555.0,174052.33333333334,5.781325817108154,38.0989990234375,,,,,,
2566.0,5.771758317947388,6501.846854779323,173752.63077549948,124836.90700945679,38.115729444298765,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124855.66666666667,6537.166666666666,173929.0,,,,,,,,
2567.0,5.762190818786621,6502.975014686034,173767.07395127372,124838.54741744883,38.115729444298765,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124862.33333333334,6519.333333333333,173976.5,5.762190818786621,,,,,,,
2801.0,5.79092264175415,6505.073400835323,173783.6498253851,124840.51210019407,38.11815970786666,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124869.0,6535.5,174024.0,5.79092264175415,38.14899826049805,,,,,,
2836.0,5.798161745071411,6508.160063147023,173805.39284740327,124843.55433028909,38.11815970786666,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124887.66666666667,6552.916666666666,174120.66666666666,,,,,,,,
2837.0,5.805400848388672,6512.171241868721,173829.64169595792,124847.2228681199,38.11691275715545,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124900.41666666667,6570.333333333333,174181.25,5.805400848388672,38.09999847412109,,,,,,
3067.0,5.80177241563797,6512.171241868721,173856.23470482085,124851.47730673582,38.11691275715545,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124913.16666666667,6627.5,174241.83333333334,,,,,,,,
3068.0,5.798143982887268,6518.160370333992,173872.47225074642,124852.32285683889,38.118154512406186,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124864.58333333334,6599.4,174107.9166666667,5.798143982887268,38.1349983215332,,,,,,
3099.0,5.800560861825943,6517.956475473735,173879.02242811763,124849.97944672026,38.118154512406186,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124816.0,6515.0,173974.0,,,,,,,,
3100.0,5.802977740764618,6518.303369529193,173887.5263574864,124847.96464370606,38.11464233464624,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124818.75,6523.333333333333,174010.8333333333,,38.06700134277344,,,,,,
3199.0,5.805394619703293,6519.165517731611,173897.85799033675,124846.25724733793,38.11464233464624,94.9367088607595,0.632,94.7867298578199,0.633,94.7867298578199,0.633,124821.5,6531.666666666667,174047.66666666666,,,,,,,,
