Type,Time,Data
PPG_RED,1567392.549826,129145.0
PPG_IR,1567392.5493215,178472.0
PPG_RED,1567392.5499918,129122.0
PPG_IR,1567392.5495877,178459.0
PPG_RED,1567392.7470374,129132.0
EDA,1567392.7472823,0.19442999362945557
PPG_IR,1567392.7469136,178464.0
PPG_GRN,1567392.7471617,7548.0
PPG_IR,1567392.7469611,178477.0
PPG_RED,1567392.7470926,129137.0
TEMP1,1567392.7815597,32.84700012207031
EDA,1567392.7814528,0.19483700394630432
PPG_GRN,1567392.7472072,7556.0
PPG_IR,1567392.7469966,178500.0
PPG_RED,1567392.7471238,129142.0
PPG_GRN,1567392.7472405,7555.0
535141
PPG_RED,1567392.7812838,129162.0
EDA,1567392.849136,0.19567400217056274
PPG_IR,1567392.7811669,178533.0
TEMP1,1567392.8492515,32.72100067138672
PPG_RED,1567392.7813334,129140.0
PPG_IR,1567392.78121,178564.0
PPG_GRN,1567392.781373,7555.0
PPG_RED,1567392.8487,129161.0
PPG_IR,1567392.8484845,178610.0
PPG_GRN,1567392.7814115,7562.0
PPG_IR,1567392.8485625,178636.0
PPG_RED,1567392.8487784,129192.0
PPG_IR,1567392.8486282,178691.0
PPG_RED,1567392.8488391,129201.0
PPG_GRN,1567392.8489105,7586.0
PPG_GRN,1567392.8489848,7598.0
TEMP1,1567392.9819844,32.73699951171875
PPG_IR,1567392.9811342,178671.0
EDA,1567392.981743,0.19609299302101135
PPG_RED,1567392.9812747,129196.0
PPG_GRN,1567392.8490531,7592.0
PPG_IR,1567392.981188,178529.0
PPG_IR,1567392.9812284,178410.0
PPG_GRN,1567392.9814158,7632.0
PPG_RED,1567392.981321,129142.0
PPG_GRN,1567392.9815074,7586.0
EDA,1567392.9818493,0.19649599492549896
PPG_RED,1567392.9813586,129104.0
PPG_IR,1567393.0815405,178340.0
TEMP1,1567393.0827798,32.814998626708984
PPG_GRN,1567392.9816304,7559.0
EDA,1567393.0824737,0.19688500463962555
PPG_RED,1567393.0820479,129085.0
PPG_IR,1567393.0816505,178283.0
PPG_GRN,1567393.0822744,7526.0
PPG_RED,1567393.0821464,129060.0
PPG_GRN,1567393.0823691,7510.0
EDA,1567393.0826177,0.19726300239562988
PPG_RED,1567393.2817388,129051.0
PPG_IR,1567393.2815262,178236.0
PPG_GRN,1567393.2822714,7486.0
PPG_GRN,1567393.2824797,7492.0
PPG_RED,1567393.2819163,129041.0
EDA,1567393.2828523,0.1976660043001175
PPG_IR,1567393.2816008,178220.0
TEMP1,1567393.3149324,32.81399917602539
PPG_RED,1567393.2820722,129028.0
EDA,1567393.3147778,0.19806499779224396
PPG_IR,1567393.2816684,178219.0
PPG_GRN,1567393.2826561,7485.0
PPG_IR,1567393.3144382,178203.0
PPG_RED,1567393.3145625,129047.0
TEMP1,1567393.3842879,32.8129997253418
EDA,1567393.3148301,0.1984429955482483
PPG_GRN,1567393.3146659,7471.0
EDA,1567393.3840311,0.1988620012998581
PPG_RED,1567393.3146116,129046.0
PPG_GRN,1567393.3147116,7470.0
PPG_IR,1567393.3145083,178226.0
PPG_GRN,1567393.3834285,7476.0
PPG_IR,1567393.3826556,178213.0
PPG_GRN,1567393.383537,7481.0
PPG_RED,1567393.3831159,129046.0
PPG_IR,1567393.3827966,178246.0
TEMP1,1567393.4832563,32.777000427246094
PPG_RED,1567393.3832219,129042.0
EDA,1567393.4828365,0.19927099347114563
PPG_IR,1567393.3829173,178277.0
PPG_IR,1567393.4817166,178325.0
PPG_RED,1567393.3833144,129074.0
PPG_GRN,1567393.3837223,7497.0
EDA,1567393.4829939,0.19965900480747223
PPG_RED,1567393.482176,129085.0
PPG_IR,1567393.4819715,178353.0
PPG_GRN,1567393.4825243,7501.0
PPG_RED,1567393.4823326,129077.0
EDA,1567393.6160079,0.20007799565792084
PPG_IR,1567393.614812,178414.0
PPG_GRN,1567393.4826806,7507.0
PPG_IR,1567393.6149791,178460.0
PPG_RED,1567393.6153646,129097.0
PPG_GRN,1567393.6156697,7517.0
PPG_IR,1567393.615115,178505.0
PPG_GRN,1567393.615775,7540.0
PPG_GRN,1567393.6158763,7549.0
PPG_RED,1567393.6154725,129136.0
PPG_RED,1567393.6155601,129126.0
TEMP1,1567393.783144,32.691001892089844
EDA,1567393.7829207,0.20047500729560852
PPG_IR,1567393.7824039,178510.0
TEMP1,1567393.7851559,32.65399932861328
PPG_GRN,1567393.7827042,7555.0
PPG_IR,1567393.7824739,178437.0
PPG_RED,1567393.7825398,129140.0
PPG_GRN,1567393.7828093,7545.0
EDA,1567393.7830225,0.20083299279212952
PPG_IR,1567393.7847112,178305.0
PPG_RED,1567393.7826024,129127.0
PPG_GRN,1567393.7849616,7522.0
EDA,1567393.7850998,0.20124399662017822
PPG_IR,1567393.7847546,178188.0
TEMP1,1567393.8840739,32.74399948120117
PPG_GRN,1567393.7850063,7489.0
PPG_RED,1567393.7848381,129069.0
PPG_GRN,1567393.7850509,7461.0
EDA,1567393.883581,0.20162899792194366
PPG_IR,1567393.7847942,178176.0
PPG_RED,1567393.7848799,129036.0
PPG_GRN,1567393.8830025,7452.0
PPG_IR,1567393.8819997,178149.0
EDA,1567393.8837705,0.20200300216674805
PPG_GRN,1567393.8830919,7457.0
PPG_IR,1567393.8821062,178143.0
PPG_RED,1567393.7849176,129032.0
EDA,1567393.9827826,0.20237800478935242
PPG_GRN,1567393.8833587,7454.0
PPG_GRN,1567393.9824067,7454.0
PPG_GRN,1567393.9825949,7454.0
PPG_IR,1567393.882399,178133.0
PPG_RED,1567393.8825823,129024.0
PPG_IR,1567393.9819042,178094.0

