Time,EDA,PPG_GRN,PPG_IR,PPG_RED,TEMP1,PPG_RED_HR,PPG_RED_IBI,PPG_IR_HR,PPG_IR_IBI,PPG_GRN_HR,PPG_GRN_IBI,PPG_RED_brut,PPG_GRN_brut,PPG_IR_brut,EDA_brut,TEMP1_brut,PPG_IR_HR_brut,PPG_GRN_HR_brut,PPG_RED_HR_brut,PPG_IR_IBI_brut,PPG_GRN_IBI_brut,PPG_RED_IBI_brut
0.0,4.426558971405029,7074.666666666667,192534.5,134747.33333333334,37.45399856567383,,,,,,,134747.33333333334,7074.666666666667,192534.5,4.426558971405029,37.45399856567383,,,,,,
100.0,4.43078088760376,7074.946236559141,192535.79032258067,134746.311827957,37.45399856567383,,,,,,,134731.5,7079.0,192554.5,,,,,,,,
101.0,4.43500280380249,7075.928199791884,192539.59417273678,134745.71644120707,37.45399856567383,,,,,,,134737.0833333333,7090.166666666666,192594.75,4.43500280380249,,,,,,,
200.0,4.43925142288208,7077.567240665527,192545.74938739892,134745.5196815593,37.45399856567383,,,,,,,134742.66666666666,7101.333333333333,192635.0,4.43925142288208,,,,,,,
201.0,4.44563364982605,7080.251074601084,192554.92684627644,134746.3947558673,37.44980322488276,,,,,,,134759.0833333333,7119.166666666666,192688.0,,37.400001525878906,,,,,,
300.0,4.45201587677002,7083.912295594562,192566.93156587152,134748.2725135533,37.44980322488276,,,,,,,134775.5,7137.0,192741.0,4.45201587677002,,,,,,,
400.0,4.454850196838379,7084.907201255129,192560.7854433422,134742.73880300147,37.45270049620831,,,,,,,134662.5,7099.333333333333,192471.66666666666,4.454850196838379,37.492000579833984,,,,,,
500.0,4.454850196838379,7080.784156012863,192535.21864054597,134731.20726732397,37.45270049620831,,,,,,,134564.0,7021.0,192164.5,4.454850196838379,,,,,,,
600.0,4.454850196838379,7075.529264227087,192505.2045347043,134718.35518556114,37.462813978634216,,,,,,,134532.0,6999.333333333333,192070.0,4.454850196838379,37.59999847412109,,,,,,
701.0,4.457686901092529,7070.204795567275,192474.2881131105,134704.977431654,37.462813978634216,,,,,,,134511.0,6993.0,192026.0,4.457686901092529,,,,,,,
867.0,4.465316295623779,7067.438894777989,192450.81791226467,134693.6724360634,37.462813978634216,,,,,,,134529.75,7027.333333333333,192110.5,4.465316295623779,,,,,,,
868.0,4.4675397872924805,7065.260041351453,192430.3296598605,134684.47582728512,37.46648006778102,,,,,,,134551.125,7033.666666666666,192133.25,,37.51300048828125,,,,,,
967.0,4.469763278961182,7063.630361264262,192412.63097212758,134677.25158036352,37.46648006778102,,,,,,,134572.5,7040.0,192156.0,,,,,,,,
968.0,4.471986770629883,7062.514423978397,192381.65478037743,134666.13857517877,37.46648006778102,,,,,,,134505.0,7046.333333333333,191932.5,4.471986770629883,,,,,,,
1067.0,4.471994876861572,7056.545751463662,192338.25769777244,134649.64576387694,37.46648006778102,,,,,,,134410.5,6970.0,191709.0,,,,,,,,
1068.0,4.472002983093262,7048.058928788588,192289.60666350758,134631.73851029348,37.46302422408028,,,,,,,134372.0833333333,6925.0,191584.1666666667,4.472002983093262,37.422000885009766,,,,,,
1167.0,4.480632781982422,7037.926094673196,192236.04064220603,134612.50806876918,37.470119555531376,,,,,,,134333.66666666666,6891.0,191459.33333333334,4.480632781982422,37.573001861572266,,,,,,
1267.0,4.483503818511963,7027.092153081377,192182.2960846444,134593.08819336473,37.470119555531376,,,,,,,134311.5,6870.0,191403.0,4.483503818511963,,,,,,,
1268.0,4.483503818511963,7016.935670086879,192131.54579961358,134575.42121314767,37.47429948666742,,,,,,,134319.25,6869.666666666666,191395.6666666667,4.483503818511963,37.53099822998047,,,,,,
1367.0,4.483503818511963,7007.412938683425,192083.59660824065,134559.39403810588,37.47429948666742,,,,,,,134327.0,6869.333333333333,191388.33333333334,4.483503818511963,,,,,,,
1467.0,4.483503818511963,7000.74113618772,192046.69790233267,134547.3686162926,37.47702532060146,,,,,,,134373.0,6904.0,191511.66666666666,4.483503818511963,37.51399993896485,,,,,,
1567.0,4.483503818511963,6996.048159659481,192018.7819086338,134539.44160878987,37.47702532060146,50.0,1.2,50.0,1.2,50.0,1.2,134424.5,6928.0,191614.0,4.483503818511963,,50.0,50.0,50.0,1.2,1.2,1.2
1666.0,4.490014433860779,6989.722471939514,191969.5701725929,134528.70344048087,37.47702532060146,50.0,1.2,50.0,1.2,50.0,1.2,134373.0,6898.0,191256.0,,,,,,,,
1667.0,4.496525049209595,6981.86940923374,191912.26457006004,134513.30321851437,37.47702532060146,50.0,1.2,50.0,1.2,50.0,1.2,134290.0,6868.0,191081.3333333333,4.496525049209595,,,,,,,
1867.0,4.497970104217529,6968.329447347693,191847.38728597015,134494.63849473925,37.47702532060146,50.0,1.2,50.0,1.2,50.0,1.2,134224.0,6772.0,190906.66666666666,4.497970104217529,,,,,,,
1869.0,4.497970104217529,6953.663031389778,191781.5235901011,134477.33923701415,37.47702532060146,50.0,1.2,50.0,1.2,50.0,1.2,134226.5,6741.0,190826.5,,,,,,,,
1870.0,4.497970104217529,6940.200900332373,191719.58120794405,134461.6238023681,37.47992062999005,50.0,1.2,50.0,1.2,50.0,1.2,134233.75,6745.0,190821.4166666667,4.497970104217529,37.5099983215332,,,,,,
1967.0,4.497970104217529,6928.101917515231,191661.30715151754,134447.39000866693,37.47921618741131,50.0,1.2,50.0,1.2,50.0,1.2,134241.0,6752.666666666667,190816.33333333334,4.497970104217529,37.46900177001953,,,,,,
2067.0,4.503787994384766,6918.546955094894,191614.41636754866,134438.10678230133,37.47739580200562,50.0,1.2,50.0,1.2,50.0,1.2,134303.5,6780.0,190934.5,4.503787994384766,37.45100021362305,,,,,,
