Type,Time,Data
PPG_GRN,517126.7436442,6389.0
1826172
PPG_IR,517126.7432016,178255.0
PPG_IR,517126.7432762,177849.0
PPG_GRN,517126.7437335,6350.0
PPG_GRN,517126.743801,6293.0
EDA,517126.7438865,4.264084815979004
PPG_RED,517126.7434941,121352.0
PPG_IR,517126.743338,177568.0
PPG_RED,517126.7435763,121251.0
PPG_RED,517126.8433783,121204.0
TEMP1,517126.8441305,36.51900100708008
PPG_IR,517126.8432134,177404.0
PPG_RED,517126.8434302,121175.0
PPG_RED,517126.8434718,121167.0
PPG_GRN,517126.8436785,6216.0
EDA,517126.8438703,4.269313812255859
PPG_IR,517126.8432715,177301.0
PPG_GRN,517126.8437711,6189.0
PPG_IR,517126.8433162,177320.0
EDA,517126.8439963,4.2745561599731445
TEMP1,517126.9431089,36.507999420166016
PPG_IR,517126.9428005,177340.0
PPG_GRN,517126.9429662,6169.0
PPG_IR,517126.9428483,177363.0
PPG_RED,517126.9428898,121150.0
PPG_RED,517126.9429274,121173.0
EDA,517126.9430486,4.277167797088623
PPG_GRN,517126.943005,6180.0
PPG_RED,517127.0765276,121169.0
PPG_GRN,517127.076638,6185.0
PPG_RED,517127.0765666,121183.0
EDA,517127.0767663,4.277167797088623
PPG_RED,517127.0765988,121198.0
PPG_IR,517127.0763959,177387.0
PPG_IR,517127.0764399,177444.0
EDA,517127.0768078,4.277167797088623
PPG_GRN,517127.0766893,6178.0
PPG_GRN,517127.076724,6188.0
PPG_IR,517127.0764866,177504.0
TEMP1,517127.1769542,36.46799850463867
PPG_RED,517127.1765265,121227.0
PPG_GRN,517127.1766189,6206.0
PPG_GRN,517127.1767361,6201.0
EDA,517127.1768353,4.279784202575684
PPG_IR,517127.1763829,177628.0

PPG_IR,517127.1764668,177735.0
PPG_GRN,517127.2768295,6229.0
PPG_IR,517127.2763394,177880.0
2236
PPG_RED,517127.2766065,121304.0
TEMP1,517127.2770839,36.486000061035156
PPG_RED,517127.2767618,121357.0
PPG_IR,517127.2763947,178079.0
PPG_GRN,517127.2768859,6255.0
EDA,517127.2770124,4.29033088684082
TEMP1,517127.3766454,36.49399948120117
PPG_IR,517127.3760073,178241.0
EDA,517127.3764543,4.287703037261963
PPG_GRN,517127.3762996,6269.0
PPG_RED,517127.3761845,121407.0
PPG_RED,517127.3762249,121433.0
EDA,517127.3765777,4.292963981628418
PPG_IR,517127.3760848,178389.0
PPG_IR,517127.3761376,178568.0
PPG_GRN,517127.3763402,6297.0
PPG_RED,517127.376259,121520.0
PPG_GRN,517127.3763763,6318.0
EDA,517127.4768407,4.292963981628418
PPG_GRN,517127.4767127,6341.0
PPG_IR,517127.4764588,178725.0
PPG_RED,517127.4765939,121557.0
PPG_GRN,517127.4767729,6354.0
PPG_IR,517127.4765296,178881.0
PPG_RED,517127.4766529,121598.0
PPG_RED,517127.609958,121665.0
EDA,517127.6102447,4.29033088684082
PPG_GRN,517127.6100968,6375.0
TEMP1,517127.6103608,36.49700164794922
PPG_IR,517127.6097796,179020.0
EDA,517127.6102979,4.295623779296875
PPG_RED,517127.6100062,121716.0
PPG_GRN,517127.6101466,6422.0

PPG_IR,517127.609853,179168.0
PPG_GRN,517127.6101903,6418.0
PPG_IR,517127.6099008,179255.0
PPG_GRN,517127.6766997,6423.0
PPG_GRN,517127.6767632,6425.0
PPG_RED,517127.6765165,121691.0
PPG_GRN,517127.6768214,6387.0
PPG_IR,517127.676319,179019.0
PPG_RED,517127.6765773,121542.0
TEMP1,517127.6769879,36.4630012512207
PPG_RED,517127.676633,121443.0
EDA,517127.6768935,4.295623779296875
PPG_IR,517127.6763919,178496.0
PPG_IR,517127.6764513,178162.0
TEMP1,517127.7771805,36.55500030517578
PPG_GRN,517127.7768574,6353.0
PPG_GRN,517127.7769721,6317.0
PPG_RED,517127.7766655,121403.0
EDA,517127.777104,4.300930976867676
PPG_IR,517127.7763528,178022.0
PPG_RED,517127.7768025,121371.0
PPG_IR,517127.7763969,177998.0
PPG_RED,517127.8766217,121368.0
PPG_IR,517127.8764125,178025.0
EDA,517127.877189,4.3035759925842285
PPG_GRN,517127.8768094,6318.0
PPG_RED,517127.8766871,121391.0
PPG_RED,517127.8767421,121422.0
PPG_IR,517127.8764959,178147.0
PPG_GRN,517127.8768756,6318.0
PPG_IR,517127.8765551,178208.0
PPG_GRN,517127.8769838,6324.0
PPG_IR,517127.9764804,178227.0
TEMP1,517127.9770257,36.487998962402344
EDA,517127.9768702,4.3035759925842285
PPG_IR,517127.9765552,178276.0
PPG_RED,517127.9766256,121422.0
PPG_RED,517127.9766837,121457.0
PPG_GRN,517127.9767429,6333.0
EDA,517127.976945,4.3035759925842285
PPG_GRN,517127.9768026,6338.0
TEMP1,517128.1101397,36.529998779296875
PPG_RED,517128.1098548,121467.0
EDA,517128.1100774,4.3035759925842285
PPG_GRN,517128.1099626,6342.0
PPG_IR,517128.1097337,178387.0
PPG_GRN,517128.1100018,6358.0
PPG_IR,517128.1097825,178500.0
PPG_GRN,517128.1100363,6373.0
PPG_IR,517128.1098163,178638.0
PPG_RED,517128.1098921,121494.0
PPG_RED,517128.1099246,121535.0
TEMP1,517128.2434511,36.51300048828125
PPG_IR,517128.2429052,178764.0
EDA,517128.2431908,4.3035759925842285
PPG_RED,517128.2429977,121591.0
PPG_IR,517128.2429555,178928.0
PPG_RED,517128.2430441,121621.0
PPG_GRN,517128.2430848,6391.0
EDA,517128.2433042,4.308900833129883
PPG_GRN,517128.2431372,6406.0
PPG_GRN,517128.2766133,6422.0
PPG_RED,517128.2764884,121676.0
PPG_IR,517128.276351,179057.0
EDA,517128.2767499,4.308900833129883
PPG_IR,517128.2764024,179184.0
PPG_IR,517128.2764423,179331.0
PPG_GRN,517128.276661,6445.0
PPG_RED,517128.276531,121720.0
PPG_RED,517128.2765675,121763.0
PPG_GRN,517128.2767002,6446.0
EDA,517128.3768949,4.316902160644531
PPG_GRN,517128.3767963,6481.0
PPG_GRN,517128.3768442,6484.0
EDA,517128.3769469,4.311555862426758
PPG_IR,517128.3766011,179479.0
PPG_IR,517128.3766524,179597.0
PPG_RED,517128.3767016,121796.0
TEMP1,517128.3770088,36.54100036621094
PPG_RED,517128.3767492,121842.0
PPG_IR,517128.4766075,179424.0
PPG_IR,517128.4766673,178983.0
TEMP1,517128.4772147,36.518001556396484
PPG_RED,517128.4767614,121800.0
PPG_RED,517128.4768059,121668.0
EDA,517128.4771347,4.316902160644531
PPG_IR,517128.4767124,178738.0
PPG_GRN,517128.4769571,6496.0
PPG_GRN,517128.4770068,6493.0
PPG_RED,517128.476898,121610.0
PPG_GRN,517128.4770508,6470.0
TEMP1,517128.6099657,36.57899856567383
PPG_RED,517128.609599,121584.0
PPG_GRN,517128.6097543,6469.0
EDA,517128.6098575,4.316902160644531
PPG_IR,517128.6094966,178662.0
EDA,517128.6099044,4.316902160644531
