EDA_mean,EDA_std,PPG_GRN_mean,PPG_GRN_std,PPG_IR_mean,PPG_IR_std,PPG_RED_mean,PPG_RED_std,TEMP1_mean,TEMP1_std,PPG_IR_HR_brut_mean,PPG_IR_HR_brut_std,PPG_IR_HR_brut_rmssd,PPG_GRN_HR_brut_mean,PPG_GRN_HR_brut_std,PPG_GRN_HR_brut_rmssd,PPG_RED_HR_brut_mean,PPG_RED_HR_brut_std,PPG_RED_HR_brut_rmssd,PPG_IR_IBI_brut_mean,PPG_IR_IBI_brut_std,PPG_IR_IBI_brut_rmssd,PPG_GRN_IBI_brut_mean,PPG_GRN_IBI_brut_std,PPG_GRN_IBI_brut_rmssd,PPG_RED_IBI_brut_mean,PPG_RED_IBI_brut_std,PPG_RED_IBI_brut_rmssd,emotion
0.15896345771125708,-0.8398593909803201,-0.0027546826923334116,-0.29027979686057176,0.0026024893430522866,-0.11432691816772245,0.004395329731373178,-0.3230217986508542,0.005342998186717102,-0.8630030929921263,-0.01652451605483366,-0.6160495769128148,-0.10442028560728693,0.11576959015865451,-0.2764179641570141,0.5723908444704169,0.03890176638209625,0.6356097804805584,0.10846115879412563,-0.004592250416265685,-0.6568834239603105,-0.11734238328099128,-0.12404391565316794,-0.42248850197106236,0.35103330289868195,-0.030130221814640964,0.4689155782265061,-0.018276287363398588,6.0
0.2694249508301028,-0.8908602210484378,-0.009441248554986266,-0.8037546749594721,0.002502894789367016,-0.7004219220071081,0.005708488126781821,-0.806823221092668,0.011156881585836435,-0.8477078618264211,-0.008196533734972002,-0.44015412829514483,-0.32587684603257455,0.1253246120747328,-0.48951276662611604,0.0499693187609309,0.024005533258095926,0.13367038325464314,0.4511437736229761,-0.009979206030111811,-0.5171290214679555,-0.3950582500286913,-0.13749791989186774,-0.6183721946822028,-0.04074858900681272,-0.023384315264353254,0.038954971555830824,0.3077972501995069,1.0
0.3229222447801569,-0.9140785763578697,-0.020822558805818694,-0.8476134416185519,0.0016067983341150171,-0.7428103585334646,0.009655835162071058,-0.8604134276479132,0.015076638393978888,-0.8798639704541632,0.07560169556300156,-0.3352470551583402,0.4311700872913395,0.14947458928856386,-0.3804823100655666,0.14639059348083827,0.08008523675475064,0.1633554792723821,0.48107182494078854,-0.0857392178432143,-0.4986572467727975,0.21452162397584826,-0.15375107937486074,-0.5835714950945926,-0.12847384697711806,-0.07418512173488774,-0.02866498952302714,0.24216648516971337,1.0
0.3500604620940085,-0.9491693022898028,-0.04784080598209955,-0.6802358268097843,-0.0032788204186130665,-0.5199869513119629,0.009696563441162842,-0.8534583328510112,0.01538807783543872,-0.8869831224406068,0.05225639873747534,-0.31009494011009975,0.29016143022278645,0.0943550322311695,-0.4671771272047446,0.4717440025044212,0.023178894479123906,-0.1604520292016703,-0.02930904273526092,-0.0646101693224744,-0.4545235276641102,0.15204261175048261,-0.11242161668953543,-0.6002668857470068,0.21430357182474663,-0.0255319916354652,-0.20079976536271182,-0.07675029335049015,4.0
0.3729048580912071,-0.9704203403569718,-0.04352347077531715,-0.8654576539377966,-0.0021579427678676696,-0.817236487026091,0.012833811846013067,-0.8700194778880598,0.01871808353362142,-0.9078254360795842,0.07682014984670704,-0.8753445999165039,-0.7093402531862201,0.13518178713857218,-0.8597361981374326,-0.5609966965712034,0.08103564088793419,-0.7806277109324639,-0.6973843307911283,-0.09306776169950667,-0.9085269727912674,-0.76392207933564,-0.1498232324998041,-0.8995249151098422,-0.6393731260576998,-0.08139911159682833,-0.8213881568548883,-0.7567155353965245,6.0
0.37884399972062693,-0.948456202337647,0.0543740532204016,-0.04582516680694744,0.013178747545140293,0.015374334097212151,0.011817886472390939,-0.0717282885650271,0.02268241617700965,-0.8821201977803914,0.1899837779954556,-0.520486676200341,0.1555112695655734,0.16216989380589614,-0.8082580788549395,-0.3099946197295029,0.1950132547722911,-0.16345043861405575,0.1944060387102677,-0.17696531246992067,-0.6913647926236369,-0.20069356645100345,-0.1692999352802574,-0.8681953945778984,-0.4571341766063547,-0.1666384593643935,-0.40279235411171754,-0.18245345586634693,4.0
0.4089838245555326,-0.9719598681887356,-0.06254220836340062,-0.6853414598347392,-0.004421814274632892,-0.5156984036932586,0.01259474520671563,-0.5253898789288627,0.025266594682259034,-0.8776293470123655,0.189727662348301,-0.18217104406085363,0.35286636024054735,0.19221431363635486,-0.5403928329289895,0.5559648556720296,0.19497266606215438,0.4241130664723809,0.39433782347999957,-0.1716830503397358,-0.4539592480723592,-0.038000156541317456,-0.18734094230637982,-0.6879561100016044,0.22034313128721147,-0.1614826593581021,0.05293520490185775,-0.021282259808254603,3.0
0.2908727265316933,-0.2476553786987059,-0.04349943034246382,-0.8742510464579514,-0.0014192615658039055,-0.786350654436027,0.01893988363176035,-0.8489042527052201,0.02533266754699189,-0.8799769821332246,-0.0011584420825390567,-0.596204564806921,-0.4192120547463824,0.26582276885149014,-0.4662254329904625,0.618856603499207,-0.008564265396522674,-0.3432108314978545,-0.348241361620315,-0.019456005784909546,-0.6428707636176433,-0.40706355497138985,-0.23368179583229476,-0.6794853939508789,0.0866966876442628,0.004032976357888044,-0.3496217342992252,-0.34234137294040223,6.0
0.33152201702968154,-0.9588955959876757,-0.06089792382073398,-0.38779879896204117,-0.003074374599713153,-0.22112144201656356,0.02499850290096152,0.008046888925213174,0.027340017650586357,-0.9282654159804269,0.011892682457557811,-0.582157927672844,-0.2754590848961862,-0.023057793376266476,-0.921794554908329,-0.7795814308302258,0.08467197373392076,-0.4080982665196256,-0.2626987106129177,-0.03217422456631219,-0.6392284985858261,-0.31855629330900886,-0.012375680471959138,-0.9229732106803303,-0.7481943797421438,-0.08308558823440029,-0.5200739540060628,-0.410734970615639,1.0
0.4750049197597526,-0.726609895674927,-0.031240484609002448,-0.5879776086743728,0.0022012168481448766,-0.45484436362671643,0.018955064163764537,-0.6306235875054783,0.028799538446471963,-0.8552639482201463,0.10255546291697874,-0.5477270335445389,0.1665990445684104,0.14825022328451185,-0.6266645045453699,0.09611980813401269,0.10707860249287084,-0.19882723396527652,0.22866844758761334,-0.11181741286430705,-0.6866578207649915,-0.10597373686004714,-0.1573628925933036,-0.7461371981387653,-0.16142234590169915,-0.10048039012478537,-0.3845629004781201,-0.06823977990246713,4.0
