Type,Time,Data
EDA,1744586.6339987,1.8815200328826904
PPG_RED,1744586.6337323,96656.0
PPG_IR,1744586.6335016,181899.0
PPG_GRN,1744586.6338634,5315.0
PPG_RED,1744586.6337982,96679.0
TEMP1,1744586.6341892,32.814998626708984
PPG_IR,1744586.6336307,181895.0
EDA,1744586.6340775,1.882025957107544
PPG_IR,1744586.6374913,181913.0
EDA,1744586.6381405,1.8825370073318481
PPG_IR,1744586.6375699,181929.0
PPG_IR,1744586.6376361,181961.0
PPG_RED,1744586.6376987,96641.0
PPG_RED,1744586.6377594,96658.0
TEMP1,1744586.6382509,32.707000732421875
PPG_GRN,1744586.633929,5331.0
PPG_GRN,1744586.6379011,5327.0
PPG_GRN,1744586.6379794,5313.0
PPG_GRN,1744586.6380538,5318.0
PPG_RED,1744586.6378217,96669.0
PPG_IR,1744586.6665957,181951.0
PPG_RED,1744586.6669392,96665.0
PPG_GRN,1744586.6670446,5329.0
EDA,1744586.6671514,1.8840630054473877
TEMP1,1744586.6672731,32.766998291015625
PPG_IR,1744586.666823,181904.0
PPG_RED,1744586.666993,96657.0
EDA,1744586.6672047,1.8840630054473877
PPG_GRN,1744586.6670961,5324.0
PPG_RED,1744586.7673997,96664.0
EDA,1744586.7685353,1.8840630054473877
PPG_GRN,1744586.7677668,5330.0
PPG_IR,1744586.7669404,181848.0
PPG_RED,1744586.7674815,96666.0
PPG_IR,1744586.7672027,181820.0
PPG_RED,1744586.7675526,96647.0
PPG_GRN,1744586.7680121,5330.0
PPG_IR,1744586.7673146,181794.0
PPG_GRN,1744586.7683183,5325.0
EDA,1744586.900538,1.8850829601287842
PPG_GRN,1744586.9004348,5319.0
EDA,1744586.9006524,1.8861039876937866
PPG_RED,1744586.9003867,96674.0
PPG_IR,1744586.9002347,181818.0
TEMP1,1744586.9007733,32.827999114990234
PPG_GRN,1744586.9004845,5330.0
PPG_IR,1744586.9002899,181842.0
PPG_RED,1744587.0003786,96647.0
EDA,1744587.0009496,1.8861039876937866
PPG_GRN,1744587.0006182,5318.0

TEMP1,1744587.0010883,32.784000396728516
PPG_RED,1744587.0004626,96650.0
PPG_RED,1744587.0005333,96674.0
PPG_GRN,1744587.0007002,5312.0
PPG_IR,1744587.0000889,181843.0
PPG_IR,1744587.0002766,181856.0
PPG_GRN,1744587.0008295,5320.0
EDA,1744587.1341788,1.886612057685852
PPG_IR,1744587.1334104,181859.0
PPG_GRN,1744587.133962,5336.0
PPG_RED,1744587.1337664,96654.0
TEMP1,1744587.1343875,32.83599853515625
PPG_GRN,1744587.1340304,5320.0
PPG_GRN,1744587.1340923,5331.0
PPG_RED,1744587.1338369,96651.0
PPG_IR,1744587.1335205,181851.0
PPG_GRN,1744587.1673854,5327.0
PPG_GRN,1744587.1674824,5322.0
TEMP1,1744587.1677086,32.858001708984375
EDA,1744587.1342697,1.886612057685852
EDA,1744587.1675862,1.886612057685852
PPG_IR,1744587.1336018,181864.0
PPG_IR,1744587.1670675,181908.0
PPG_IR,1744587.1671501,181911.0
PPG_RED,1744587.1338944,96650.0
PPG_RED,1744587.1672295,96668.0
PPG_RED,1744587.1673049,96652.0
EDA,1744587.3340582,1.886612057685852
PPG_IR,1744587.3332914,181938.0
PPG_GRN,1744587.3337984,5318.0
EDA,1744587.3341548,1.8876349925994873
PPG_RED,1744587.3335598,96642.0
PPG_GRN,1744587.3338834,5330.0
PPG_GRN,1744587.3339619,5324.0
PPG_GRN,1744587.3678584,5312.0
TEMP1,1744587.3681372,32.76100158691406
PPG_RED,1744587.3336407,96673.0
PPG_IR,1744587.3333913,181940.0
EDA,1744587.367971,1.8876349925994873
PPG_GRN,1744587.3679105,5326.0
PPG_RED,1744587.3337133,96654.0
PPG_IR,1744587.333471,181947.0
EDA,1744587.5085962,1.8881440162658691
PPG_GRN,1744587.5083759,5337.0
TEMP1,1744587.5087801,32.790000915527344
PPG_IR,1744587.3676316,181914.0
EDA,1744587.508676,1.8891689777374268
PPG_IR,1744587.3676941,181849.0
PPG_GRN,1744587.5084481,5314.0
PPG_RED,1744587.3677546,96647.0
PPG_GRN,1744587.508514,5329.0
PPG_IR,1744587.5078153,181802.0
PPG_RED,1744587.3678042,96671.0
PPG_IR,1744587.507995,181795.0
PPG_IR,1744587.5080912,181802.0
PPG_RED,1744587.5081748,96657.0
PPG_RED,1744587.5082438,96654.0
PPG_RED,1744587.5083044,96654.0
PPG_IR,1744587.6006594,181845.0
PPG_IR,1744587.6007486,181842.0
EDA,1744587.6012591,1.8891689777374268
TEMP1,1744587.6016082,32.8380012512207
PPG_RED,1744587.6009262,96666.0
PPG_GRN,1744587.6011038,5331.0
PPG_RED,1744587.6010223,96642.0
EDA,1744587.6013369,1.8891689777374268
PPG_GRN,1744587.6011779,5320.0
PPG_RED,1744587.7004318,96646.0
EDA,1744587.7007307,1.8891689777374268
PPG_IR,1744587.7001723,181845.0
PPG_GRN,1744587.7005817,5318.0
PPG_GRN,1744587.7006311,5330.0
PPG_RED,1744587.7004805,96676.0
PPG_IR,1744587.7003024,181845.0
PPG_GRN,1744587.7006758,5312.0
EDA,1744587.8016262,1.889678955078125
TEMP1,1744587.8018465,32.82400131225586
PPG_IR,1744587.7003699,181847.0
PPG_GRN,1744587.8014412,5318.0
PPG_RED,1744587.7005312,96648.0
PPG_IR,1744587.8007327,181847.0
PPG_IR,1744587.801002,181886.0
PPG_RED,1744587.8011809,96635.0
EDA,1744587.8017213,1.8917330503463745
PPG_RED,1744587.8013245,96659.0
PPG_RED,1744587.9009966,96654.0
EDA,1744587.9015157,1.8907049894332886
PPG_IR,1744587.9004962,181887.0
PPG_GRN,1744587.9012439,5338.0
PPG_RED,1744587.9010822,96655.0
PPG_IR,1744587.9006831,181885.0
PPG_GRN,1744587.9013346,5319.0
PPG_IR,1744587.9008729,181906.0
PPG_GRN,1744587.9014149,5331.0
PPG_RED,1744588.0005366,96667.0
EDA,1744588.0009756,1.8917330503463745
PPG_IR,1744588.0002644,181928.0
EDA,1744588.0012332,1.8917330503463745
PPG_GRN,1744588.0007625,5318.0
TEMP1,1744588.0014804,32.88100051879883
PPG_IR,1744588.0004242,181917.0
PPG_GRN,1744588.0008566,5328.0
PPG_RED,1744588.0006095,96659.0
PPG_RED,1744588.1009697,96646.0
EDA,1744588.1018149,1.8917330503463745
PPG_IR,1744588.1004366,181871.0
PPG_GRN,1744588.1013447,5330.0
PPG_RED,1744588.1011238,96672.0
PPG_IR,1744588.1006077,181823.0
PPG_GRN,1744588.1014688,5315.0
PPG_IR,1744588.1008061,181774.0
PPG_RED,1744588.1012281,96650.0
PPG_GRN,1744588.1015819,5323.0
PPG_RED,1744588.200809,96642.0
PPG_IR,1744588.2004443,181796.0
63745
TEMP1,1744588.201873,32.87699890136719
PPG_IR,1744588.2004934,181813.0
PPG_GRN,1744588.2010448,5313.0
PPG_GRN,1744588.2011802,5326.0
PPG_RED,1744588.2008994,96658.0
13892
EDA,1744588.301555,1.8922439813613892
PPG_IR,1744588.3003414,181830.0
PPG_GRN,1744588.3011848,5322.0
TEMP1,1744588.3017181,32.840999603271484
PPG_IR,1744588.300466,181826.0
PPG_IR,1744588.3006684,181838.0
PPG_RED,1744588.3008095,96643.0
PPG_RED,1744588.3009378,96659.0
PPG_RED,1744588.3010534,96661.0
PPG_GRN,1744588.3012991,5317.0
PPG_GRN,1744588.3014078,5327.0
EDA,1744588.6678804,1.892760992050171
PPG_GRN,1744588.667603,5339.0

PPG_RED,1744588.6673869,96650.0
PPG_GRN,1744588.6676987,5320.0
PPG_RED,1744588.6674839,96660.0
PPG_GRN,1744588.6677818,5320.0
PPG_IR,1744588.6669386,181826.0
PPG_IR,1744588.6670407,181812.0
TEMP1,1744588.6681088,32.82500076293945
PPG_RED,1744588.6734362,96664.0
PPG_GRN,1744588.673667,5334.0
PPG_IR,1744588.6671226,181839.0
PPG_GRN,1744588.673749,5323.0
TEMP1,1744588.6741111,32.888999938964844
EDA,1744588.6679878,1.8932729959487915
PPG_RED,1744588.6735139,96632.0
PPG_RED,1744588.6735844,96652.0
PPG_GRN,1744588.6738264,5320.0
PPG_IR,1744588.6731919,181878.0
EDA,1744588.6739148,1.8943029642105103
PPG_RED,1744588.6764277,96667.0
PPG_RED,1744588.676499,96652.0
PPG_GRN,1744588.6765806,5322.0
PPG_IR,1744588.6732753,181867.0
PPG_IR,1744588.6733539,181900.0
PPG_IR,1744588.6762783,181891.0
5103
PPG_IR,1744588.6763517,181925.0
EDA,1744588.6767437,1.8948160409927368
PPG_GRN,1744588.6766564,5316.0
PPG_RED,1744588.8007655,96662.0
EDA,1744588.801289,1.896366000175476
PPG_GRN,1744588.8010101,5324.0

TEMP1,1744588.8015254,32.845001220703125
PPG_IR,1744588.8004844,181835.0
PPG_GRN,1744588.8010988,5329.0
EDA,1744588.8013873,1.8968809843063354
PPG_IR,1744588.8006607,181777.0
TEMP1,1744588.835569,32.89799880981445
PPG_GRN,1744588.8011798,5320.0
PPG_GRN,1744588.835234,5313.0
PPG_GRN,1744588.8353226,5309.0
PPG_RED,1744588.8008525,96646.0
PPG_IR,1744588.8349458,181777.0
PPG_RED,1744588.8009237,96663.0
PPG_RED,1744588.8350477,96650.0
EDA,1744588.8354302,1.8968809843063354
PPG_RED,1744589.0337604,96659.0
TEMP1,1744589.0344988,32.99100112915039
PPG_IR,1744589.0334684,181780.0
EDA,1744589.0342881,1.8973950147628784
EDA,1744589.0343815,1.8973950147628784
PPG_GRN,1744589.0340276,5329.0
PPG_GRN,1744589.034115,5330.0
PPG_RED,1744589.0338606,96629.0
PPG_GRN,1744589.0341936,5322.0
PPG_RED,1744589.0339389,96653.0
PPG_IR,1744589.0335916,181798.0
TEMP1,1744589.0697258,32.88999938964844
EDA,1744589.069598,1.8989499807357788
PPG_GRN,1744589.0694028,5323.0
PPG_RED,1744589.069145,96662.0
PPG_GRN,1744589.0694987,5330.0
PPG_RED,1744589.0692932,96640.0
PPG_IR,1744589.0336709,181789.0
PPG_IR,1744589.0687213,181804.0
PPG_IR,1744589.0689006,181802.0
PPG_IR,1744589.1678358,181799.0
EDA,1744589.1693767,1.8994649648666382
PPG_GRN,1744589.168922,5325.0
PPG_RED,1744589.1683467,96668.0
PPG_GRN,1744589.1691789,5315.0
PPG_IR,1744589.1681811,181848.0
EDA,1744589.1696324,1.8994649648666382
PPG_RED,1744589.1686114,96662.0
PPG_RED,1744589.1688098,96648.0
PPG_GRN,1744589.1692678,5305.0
PPG_RED,1744589.2346374,96639.0
PPG_IR,1744589.2343232,181845.0
66382
PPG_GRN,1744589.2348088,5307.0
PPG_RED,1744589.2347214,96643.0
PPG_GRN,1744589.2349244,5329.0
TEMP1,1744589.2351435,32.775001525878906
PPG_IR,1744589.2345344,181876.0
EDA,1744589.3675988,1.8994649648666382
PPG_GRN,1744589.3673379,5333.0

PPG_IR,1744589.3666698,181904.0
PPG_RED,1744589.367169,96641.0
PPG_IR,1744589.366886,181897.0
PPG_RED,1744589.3672482,96656.0
PPG_IR,1744589.3669788,181880.0
PPG_GRN,1744589.3674265,5329.0
PPG_GRN,1744589.3675056,5320.0
EDA,1744589.3676933,1.8994649648666382
TEMP1,1744589.3678129,32.9379997253418
TEMP1,1744589.6677058,32.867000579833984
EDA,1744589.6674922,1.8994649648666382
PPG_RED,1744589.6669813,96668.0
PPG_RED,1744589.6670653,96633.0
PPG_RED,1744589.66714,96644.0
PPG_RED,1744589.6704184,96639.0
PPG_RED,1744589.6704962,96642.0
PPG_GRN,1744589.6672277,5330.0
PPG_IR,1744589.6667221,181811.0
EDA,1744589.6675889,1.8994649648666382
PPG_RED,1744589.6739924,96634.0
TEMP1,1744589.6746686,32.97800064086914
PPG_RED,1744589.6740683,96643.0
PPG_GRN,1744589.6673163,5325.0
PPG_RED,1744589.6741387,96650.0
EDA,1744589.6707591,1.8994649648666382
EDA,1744589.6744721,1.9005019664764404
EDA,1744589.6745617,1.9015400409698486
PPG_GRN,1744589.6673958,5317.0
PPG_IR,1744589.6668142,181735.0
PPG_GRN,1744589.6706643,5328.0
PPG_GRN,1744589.6742213,5317.0
PPG_IR,1744589.6668947,181709.0
PPG_GRN,1744589.6743036,5318.0
PPG_GRN,1744589.6743816,5314.0
EDA,1744589.7682552,1.9015400409698486
TEMP1,1744589.7684053,33.0260009765625
PPG_IR,1744589.6702566,181727.0
PPG_RED,1744589.7676522,96628.0
PPG_GRN,1744589.7678254,5331.0
PPG_IR,1744589.6703395,181717.0
PPG_RED,1744589.7677363,96637.0
PPG_GRN,1744589.7679193,5319.0
PPG_IR,1744589.6737628,181735.0
PPG_IR,1744589.6738413,181759.0
PPG_IR,1744589.6739164,181759.0
PPG_GRN,1744589.9018953,5328.0
PPG_RED,1744589.900957,96671.0

EDA,1744589.9024358,1.9020570516586304

PPG_GRN,1744589.9022098,5324.0
PPG_RED,1744589.9010389,96639.0
PPG_RED,1744589.9011126,96641.0
PPG_GRN,1744589.9023136,5319.0
EDA,1744589.9025478,1.9020570516586304
PPG_IR,1744589.7675651,181783.0
PPG_IR,1744589.9004801,181789.0
PPG_IR,1744589.900761,181810.0
PPG_IR,1744589.9008613,181811.0
PPG_RED,1744590.0673892,96663.0
PPG_IR,1744590.0670512,181855.0
EDA,1744590.0678498,1.9020570516586304
PPG_GRN,1744590.0675812,5314.0
TEMP1,1744590.073638,32.92300033569336
EDA,1744590.0733978,1.9020570516586304
PPG_GRN,1744590.067672,5336.0
PPG_RED,1744590.0674851,96650.0
PPG_GRN,1744590.0730868,5321.0
EDA,1744590.0735064,1.9036140441894531
PPG_IR,1744590.0671646,181848.0
PPG_GRN,1744590.0731935,5331.0
PPG_IR,1744590.0725897,181853.0
PPG_IR,1744590.0726751,181861.0
PPG_IR,1744590.0727512,181859.0
PPG_RED,1744590.0728323,96647.0
PPG_RED,1744590.0729147,96653.0
PPG_RED,1744590.0729882,96663.0
PPG_GRN,1744590.0732883,5318.0
PPG_RED,1744590.1677061,96646.0
EDA,1744590.1687103,1.9046549797058105
PPG_IR,1744590.1671977,181737.0
PPG_GRN,1744590.1683911,5325.0
TEMP1,1744590.1689394,32.86000061035156
PPG_RED,1744590.1681977,96648.0
PPG_GRN,1744590.1685305,5319.0
PPG_IR,1744590.1674384,181704.0
PPG_RED,1744590.2676807,96665.0
EDA,1744590.2680542,1.9046549797058105
PPG_IR,1744590.2671262,181681.0
TEMP1,1744590.2683529,32.86899948120117
EDA,1744590.2682179,1.9046549797058105
PPG_IR,1744590.2674862,181658.0
PPG_GRN,1744590.2678683,5321.0
PPG_RED,1744590.2677761,96629.0
PPG_GRN,1744590.2679573,5311.0
PPG_RED,1744590.4207234,96628.0
EDA,1744590.4213698,1.9046549797058105
PPG_IR,1744590.4203192,181685.0
PPG_GRN,1744590.4210642,5312.0
PPG_GRN,1744590.4211727,5325.0
PPG_RED,1744590.4208584,96646.0
PPG_IR,1744590.4205286,181719.0
PPG_GRN,1744590.4212623,5314.0
PPG_RED,1744590.42095,96630.0
PPG_RED,1744590.6007485,96635.0
EDA,1744590.6013815,1.9046549797058105
PPG_GRN,1744590.6009854,5313.0
PPG_IR,1744590.6005851,181729.0
TEMP1,1744590.6015947,32.87200164794922
PPG_IR,1744590.6006649,181747.0
PPG_RED,1744590.6008298,96651.0
PPG_RED,1744590.6009017,96651.0
EDA,1744590.6014761,1.9046549797058105
PPG_GRN,1744590.6011398,5317.0
PPG_GRN,1744590.6012609,5327.0
TEMP1,1744590.6382064,32.874000549316406
PPG_RED,1744590.6376455,96639.0
EDA,1744590.638061,1.9046549797058105
PPG_IR,1744590.6374396,181739.0
PPG_RED,1744590.637752,96638.0
PPG_GRN,1744590.6378481,5314.0
TEMP1,1744590.6442349,32.87200164794922
PPG_RED,1744590.6431684,96635.0
PPG_IR,1744590.6375475,181773.0
EDA,1744590.6439293,1.9046549797058105
PPG_GRN,1744590.6379422,5312.0
PPG_RED,1744590.6432996,96651.0
EDA,1744590.6441026,1.9046549797058105
PPG_GRN,1744590.6435429,5313.0
TEMP1,1744590.7022682,32.98099899291992
PPG_RED,1744590.643443,96651.0
EDA,1744590.7020229,1.9051740169525146
PPG_IR,1744590.6425015,181719.0
PPG_GRN,1744590.6437367,5317.0
PPG_IR,1744590.642832,181729.0
EDA,1744590.7021307,1.9062169790267944
PPG_RED,1744590.7014121,96650.0
PPG_GRN,1744590.6438299,5327.0
EDA,1744590.7686798,1.9072610139846802
PPG_IR,1744590.6430576,181747.0
PPG_GRN,1744590.7017083,5316.0
PPG_RED,1744590.7015118,96644.0
EDA,1744590.8691592,1.9072610139846802
TEMP1,1744590.8693867,32.8849983215332
PPG_GRN,1744590.7018169,5331.0
PPG_RED,1744590.7016001,96635.0
EDA,1744590.8692589,1.9072610139846802
PPG_GRN,1744590.7019148,5320.0
PPG_IR,1744590.7010007,181787.0
PPG_RED,1744590.7681622,96663.0
PPG_IR,1744590.7012097,181818.0
PPG_GRN,1744590.7684842,5326.0
PPG_IR,1744590.7013049,181827.0
TEMP1,1744591.0027143,32.87900161743164
EDA,1744591.0024069,1.9072610139846802
PPG_RED,1744590.768337,96650.0
PPG_IR,1744590.7679499,181841.0
PPG_GRN,1744590.7685775,5320.0
PPG_GRN,1744590.8687738,5318.0
PPG_IR,1744590.7680575,181850.0
PPG_RED,1744590.8685327,96653.0
PPG_GRN,1744590.8689364,5317.0
PPG_GRN,1744590.8690385,5333.0
PPG_GRN,1744591.0020541,5317.0
PPG_GRN,1744591.0022305,5315.0
PPG_IR,1744590.868282,181851.0
PPG_GRN,1744591.0680928,5316.0
TEMP1,1744591.0687123,32.9119987487793
PPG_RED,1744590.8686142,96660.0
EDA,1744591.0683591,1.9072610139846802
PPG_IR,1744590.8683747,181890.0
PPG_RED,1744590.8686863,96660.0
PPG_RED,1744591.0010657,96638.0
PPG_IR,1744590.8684495,181875.0
PPG_RED,1744591.0014574,96635.0
EDA,1744591.0685394,1.9077810049057007
PPG_GRN,1744591.0681775,5316.0
PPG_RED,1744591.0678407,96648.0
PPG_IR,1744591.0004529,181800.0
PPG_GRN,1744591.0682587,5314.0
PPG_RED,1744591.0679274,96628.0
PPG_RED,1744591.0679988,96649.0
PPG_IR,1744591.0673878,181725.0
PPG_IR,1744591.0674982,181696.0
PPG_IR,1744591.0677072,181709.0
PPG_GRN,1744591.1678268,5327.0
PPG_RED,1744591.167655,96664.0
PPG_IR,1744591.167478,181720.0
EDA,1744591.1680128,1.9083060026168823
PPG_GRN,1744591.1679162,5323.0
PPG_RED,1744591.1677394,96641.0
PPG_IR,1744591.1675686,181749.0
TEMP1,1744591.2680041,32.81999969482422
PPG_IR,1744591.2668698,181725.0
PPG_GRN,1744591.267533,5319.0
EDA,1744591.2677928,1.9088269472122192
PPG_IR,1744591.2670497,181751.0
PPG_RED,1744591.2673723,96659.0
PPG_GRN,1744591.2676215,5312.0
EDA,1744591.2678882,1.9093530178070068
PPG_IR,1744591.2671704,181751.0
PPG_RED,1744591.2674464,96638.0
PPG_IR,1744591.4002613,181745.0
TEMP1,1744591.4009776,32.95800018310547
PPG_RED,1744591.4004989,96645.0
PPG_GRN,1744591.4006762,5331.0
PPG_IR,1744591.400395,181781.0
PPG_RED,1744591.4005817,96642.0
PPG_GRN,1744591.4007615,5327.0
PPG_GRN,1744591.6671039,5323.0
TEMP1,1744591.667586,32.98199844PPG_GRN,1TEMP1,1744591.671544,32.814998626708984
PPG_GRN,1744591.6672723,5318.0
PPG_RED,1744591.6670164,96625.0
EDA,1744591.6674636,1.9098739624023438
EDA,1744591.6714266,1.9098739624023438
PPG_GRN,1744591.671253,5329.0
PPG_RED,1744591.6710905,96662.0
PPG_IR,1744591.6666863,181848.0
PPG_GRN,1744591.6713367,5319.0
PPG_IR,1744591.6667671,181889.0
EDA,1744591.737626,1.9098739624023438
PPG_GRN,1744591.7364877,5314.0
PPG_IR,1744591.6709285,181899.0
PPG_RED,1744591.67117,96629.0
PPG_GRN,1744591.7370176,5318.0
PPG_RED,1744591.7356483,96655.0
EDA,1744591.7377828,1.9109220504760742
PPG_GRN,1744591.7373227,5310.0
TEMP1,1744591.8012739,32.8489990234375
PPG_RED,1744591.7360995,96679.0
PPG_IR,1744591.67101,181917.0
PPG_IR,1744591.7335417,181903.0
PPG_GRN,1744591.8007753,5328.0

PPG_IR,1744591.7351624,181894.0
PPG_GRN,1744591.8008751,5323.0
PPG_RED,1744591.7362186,96658.0
PPG_RED,1744591.800524,96641.0
EDA,1744591.8010593,1.9109220504760742
PPG_RED,1744591.8006099,96656.0
TEMP1,1744591.9021093,32.89899826049805
PPG_GRN,1744591.9014183,5315.0
PPG_RED,1744591.8006874,96622.0
EDA,1744591.8011548,1.9109220504760742
PPG_IR,1744591.8001722,181840.0
PPG_RED,1744591.9006546,96603.0
EDA,1744591.9018931,1.9114439487457275
PPG_IR,1744591.800262,181789.0
PPG_RED,1744591.9010606,96631.0
PPG_GRN,1744591.9016779,5309.0
PPG_IR,1744591.8003407,181818.0
PPG_IR,1744591.9003006,181841.0
PPG_IR,1744591.9004887,181858.0
PPG_GRN,1744592.1011721,5322.0
TEMP1,1744592.1018116,32.92100143432617
PPG_IR,1744592.1003568,181865.0
EDA,1744592.1015713,1.9124939441680908
PPG_RED,1744592.1007144,96632.0
PPG_IR,1744592.100458,181864.0
PPG_GRN,1744592.1012665,5327.0
PPG_RED,1744592.100919,96628.0
EDA,1744592.1016807,1.9124939441680908
PPG_RED,1744592.1010596,96634.0
PPG_GRN,1744592.1014162,5320.0
PPG_IR,1744592.1005388,181848.0
EDA,1744592.1059109,1.9151209592819214
TEMP1,1744592.2013181,33.000999450683594
PPG_GRN,1744592.1057273,5333.0
PPG_IR,1744592.1053653,181833.0
PPG_RED,1744592.105556,96670.0
EDA,1744592.2011015,1.9151209592819214
PPG_GRN,1744592.1058207,5309.0
EDA,1744592.2011987,1.9151209592819214
PPG_RED,1744592.1056441,96654.0
PPG_GRN,1744592.2008261,5324.0
PPG_RED,1744592.2005755,96637.0
PPG_IR,1744592.1054611,181834.0
EDA,1744592.302023,1.9145970344543457
PPG_RED,1744592.200661,96646.0
TEMP1,1744592.3023393,33.000999450683594
PPG_IR,1744592.2003092,181824.0
PPG_GRN,1744592.2009175,5306.0
PPG_RED,1744592.2007373,96622.0
PPG_GRN,1744592.2009999,5328.0
PPG_IR,1744592.2004083,181881.0
PPG_IR,1744592.2004877,181919.0
PPG_IR,1744592.3006801,181935.0
PPG_IR,1744592.3008656,181957.0
PPG_GRN,1744592.3014241,5310.0
EDA,1744592.4024297,1.9151209592819214
PPG_RED,1744592.3010311,96633.0
TEMP1,1744592.4029848,33.106998443603516
PPG_RED,1744592.3011846,96640.0
PPG_IR,1744592.4017964,181997.0
EDA,1744592.4026247,1.915645956993103
PPG_IR,1744592.4019101,181968.0
PPG_GRN,1744592.3016709,5324.0
PPG_RED,1744592.4020036,96645.0
PPG_GRN,1744592.4021876,5332.0
PPG_RED,1744592.4020927,96649.0
