Type,Time,Data
PPG_GRN,443557.6673864,9335.0
PPG_GRN,443557.6675368,9343.0
TEMP1,443557.6679662,37.44200134277344
PPG_IR,443557.6670061,191084.0
EDA,443557.6676956,10000.0
EDA,443557.6678085,10000.0
PPG_RED,443557.6671608,142749.0
PPG_IR,443557.6670778,191125.0
PPG_RED,443557.6672539,142754.0
EDA,443557.8347667,10000.0
TEMP1,443557.8348688,37.40399932861328
PPG_IR,443557.8339997,191142.0
PPG_RED,443557.834182,142748.0
PPG_GRN,443557.8344094,9346.0
PPG_IR,443557.8340648,191185.0
PPG_RED,443557.8342405,142764.0
PPG_IR,443557.8341203,191243.0
PPG_GRN,443557.8345028,9357.0
PPG_GRN,443557.8346628,9397.0
PPG_RED,443557.8342948,142770.0
PPG_IR,443557.9001876,191295.0
TEMP1,443557.9007315,37.42300033569336
PPG_GRN,443557.9004219,9437.0
PPG_RED,443557.9003078,142796.0
EDA,443557.900546,10000.0
PPG_RED,443557.9003481,142817.0
PPG_GRN,443557.9004636,9460.0
PPG_IR,443557.9002311,191365.0
PPG_IR,443557.9002675,191478.0
PPG_RED,443557.900382,142856.0
PPG_IR,443557.933714,191577.0
EDA,443557.9006396,10000.0
PPG_IR,443557.933789,191652.0
PPG_RED,443557.9338589,142872.0
PPG_GRN,443557.9005006,9529.0
TEMP1,443557.9345042,37.50199890136719
PPG_GRN,443557.9340963,9580.0
EDA,443557.9343963,10000.0
PPG_GRN,443557.9342914,9613.0
PPG_RED,443557.933922,142915.0
PPG_GRN,443558.0001058,9667.0
PPG_RED,443558.0000052,142951.0
EDA,443558.0002152,10000.0
PPG_GRN,443558.000143,9731.0
PPG_IR,443557.9998969,191767.0
PPG_GRN,443558.0001756,9755.0
EDA,443558.0002546,10000.0
.0
PPG_IR,443557.9999695,191834.0
PPG_RED,443558.00004,142973.0
PPG_RED,443558.0000702,142982.0
PPG_IR,443558.3002392,191660.0
PPG_IR,443558.3003148,191551.0
EDA,443558.3006534,10000.0
PPG_RED,443558.3003823,142927.0
PPG_GRN,443558.3005816,9579.0
TEMP1,443558.3007536,37.46500015258789
PPG_RED,443558.3004435,142891.0
TEMP1,443558.3346156,37.520999908447266
PPG_GRN,443558.3343585,9544.0
TEMP1,443558.3370695,37.472999572753906
PPG_IR,443558.3340748,191478.0
EDA,443558.334503,10000.0
EDA,443558.3345541,10000.0
PPG_GRN,443558.3344076,9489.0
EDA,443558.3368488,10000.0
PPG_RED,443558.334219,142866.0
PPG_IR,443558.3341248,191425.0
EDA,443558.3369965,10000.0
PPG_GRN,443558.3344519,9467.0
PPG_RED,443558.3342661,142828.0
PPG_RED,443558.3343077,142822.0
PPG_RED,443558.3366052,142811.0
PPG_RED,443558.3366801,142832.0
PPG_IR,443558.3341696,191398.0
PPG_GRN,443558.3367445,9477.0
PPG_IR,443558.336525,191429.0
PPG_IR,443558.3365658,191464.0
PPG_GRN,443558.3368016,9488.0
EDA,443558.533862,10000.0
PPG_GRN,443558.5337265,9507.0
PPG_RED,443558.5335887,142825.0
PPG_IR,443558.5334506,191498.0
PPG_RED,443558.5336547,142836.0
PPG_IR,443558.5335244,191536.0
PPG_GRN,443558.5337924,9553.0
EDA,443558.6338078,10000.0
PPG_GRN,443558.6336975,9586.0
PPG_IR,443558.6334767,191625.0
PPG_RED,443558.6335865,142833.0
PPG_IR,443558.6335167,191712.0
PPG_GRN,443558.6337347,9622.0
PPG_GRN,443558.6337677,9663.0
PPG_GRN,443558.6355178,9711.0
PPG_IR,443558.6335491,191793.0
PPG_RED,443558.6336302,142891.0
EDA,443558.6338469,10000.0
EDA,443558.6355885,10000.0
PPG_GRN,443558.6355521,9783.0
PPG_RED,443558.6336612,142905.0
PPG_IR,443558.6353869,191902.0
PPG_IR,443558.6354197,192015.0
PPG_RED,443558.6354518,142941.0
TEMP1,443558.6338983,37.417999267578125
PPG_RED,443558.6354845,142992.0
