Type,Time,Data
PPG_RED,2155493.9092331,135728.0
PPG_RED,2155493.9093265,135715.0
EDA,2155493.9096461,0.9226639866828918
EDA,2155493.9125035,0.9221760034561157
PPG_RED,2155493.9120955,135722.0
PPG_RED,2155493.9121442,135721.0
PPG_RED,2155493.9121899,135688.0
PPG_RED,2155493.9153554,135689.0
PPG_RED,2155493.9155879,135665.0
EDA,2155493.9125957,0.9220539927482605
EDA,2155493.916041,0.921688973903656
PPG_IR,2155494.015227,201525.0
PPG_GRN,2155494.0158755,10970.0
PPG_GRN,2155494.0159683,10997.0
PPG_RED,2155494.0155179,135651.0
TEMP1,2155494.0164161,34.91600036621094
PPG_GRN,2155494.0160374,10989.0
PPG_RED,2155494.0156637,135643.0
EDA,2155494.0161321,0.9214450120925903
PPG_RED,2155494.0157681,135642.0
TEMP1,2155494.1078733,34.893001556396484
PPG_GRN,2155494.1075186,10983.0
PPG_IR,2155494.0153398,201514.0
EDA,2155494.0162698,0.9208359718322754
PPG_GRN,2155494.107573,10991.0
PPG_RED,2155494.1073598,135666.0
PPG_IR,2155494.0154203,201518.0
PPG_GRN,2155494.107621,10991.0
PPG_RED,2155494.1074112,135671.0
EDA,2155494.107756,0.9203490018844604
PPG_IR,2155494.1070603,201511.0
PPG_RED,2155494.1074588,135693.0
PPG_IR,2155494.107216,201493.0
PPG_IR,2155494.107294,201504.0
PPG_RED,2155494.4239948,135703.0
PPG_GRN,2155494.4241647,10988.0
EDA,2155494.4243525,0.9197419881820679
TEMP1,2155494.4245601,34.882999420166016
PPG_IR,2155494.4238068,201486.0
TEMP1,2155494.4318855,34.98500061035156
PPG_GRN,2155494.4242563,10992.0
EDA,2155494.4244476,0.9192579984664917
PPG_IR,2155494.423905,201510.0
PPG_RED,2155494.4240784,135673.0
PPG_GRN,2155494.4276537,10981.0
EDA,2155494.4279152,0.9184100031852722
EDA,2155494.4316835,0.9175630211830139
PPG_RED,2155494.4274138,135672.0
EDA,2155494.431775,0.9170809984207153
PPG_IR,2155494.4271716,201528.0
PPG_GRN,2155494.4277391,10990.0
PPG_RED,2155494.4274943,135686.0
EDA,2155494.5421524,0.9165980219841003

PPG_IR,2155494.4272554,201583.0
PPG_IR,2155494.4273327,201616.0
PPG_IR,2155494.4311791,201643.0
PPG_IR,2155494.431263,201684.0
PPG_IR,2155494.5412386,201676.0
PPG_IR,2155494.5413927,201628.0
PPG_IR,2155494.5415109,201539.0
EDA,2155494.5422595,0.9163569808006287
PPG_GRN,2155494.4278234,11001.0
PPG_RED,2155494.427568,135693.0
PPG_GRN,2155494.4315085,10999.0
PPG_GRN,2155494.4315933,10997.0
PPG_GRN,2155494.5418769,10983.0
PPG_GRN,2155494.541968,11000.0
PPG_GRN,2155494.5420515,10994.0
PPG_RED,2155494.4313442,135669.0
PPG_RED,2155494.4314239,135657.0
PPG_IR,2155494.6412159,201491.0
EDA,2155494.6422276,0.9153940081596375
PPG_RED,2155494.5416211,135694.0
TEMP1,2155494.6424535,34.81999969482422
PPG_GRN,2155494.641852,10979.0
PPG_RED,2155494.5417088,135685.0
PPG_GRN,2155494.642115,10990.0

PPG_RED,2155494.6415957,135642.0
PPG_RED,2155494.6417558,135624.0
PPG_IR,2155494.641463,201466.0
PPG_RED,2155494.7414705,135604.0
TEMP1,2155494.7422981,34.887001037597656
PPG_GRN,2155494.7417873,10977.0
PPG_GRN,2155494.7418794,10980.0
PPG_GRN,2155494.74196,10988.0
EDA,2155494.7420646,0.914434015750885
EDA,2155494.7421708,0.913474977016449
PPG_IR,2155494.7410967,201416.0
PPG_RED,2155494.7416007,135600.0
PPG_IR,2155494.7412358,201384.0
PPG_RED,2155494.7416817,135585.0
PPG_IR,2155494.7413228,201382.0
PPG_RED,2155494.890609,135579.0
PPG_IR,2155494.8904248,201362.0
PPG_GRN,2155494.8907773,10980.0
EDA,2155494.8909585,0.9121599793434143
PPG_RED,2155494.890691,135589.0
PPG_GRN,2155494.8908652,10991.0
PPG_IR,2155494.8905233,201380.0
PPG_RED,2155494.9244273,135618.0
PPG_GRN,2155494.9247957,10989.0
TEMP1,2155494.9254279,34.880001068115234
EDA,2155494.9250693,0.911562979221344
PPG_IR,2155494.9241365,201447.0
EDA,2155494.9251742,0.9104920029640198
PPG_RED,2155494.9246092,135633.0
PPG_GRN,2155494.9248853,10995.0
PPG_RED,2155494.9246938,135635.0
PPG_GRN,2155494.9249663,10982.0
PPG_IR,2155494.9242876,201457.0
PPG_IR,2155494.9243537,201510.0
TEMP1,2155495.0420081,34.91299819946289
PPG_RED,2155495.0411558,135669.0
EDA,2155495.0418586,0.9096599817276001
PPG_GRN,2155495.0415524,10996.0
PPG_IR,2155495.0407989,201549.0
PPG_GRN,2155495.0416451,10987.0
PPG_RED,2155495.041339,135676.0
TEMP1,2155495.1412681,34.99800109863281
EDA,2155495.1410555,0.909184992313385
PPG_IR,2155495.0408925,201558.0
PPG_GRN,2155495.0417318,10991.0
EDA,2155495.1411496,0.9090669751167297
PPG_RED,2155495.0414426,135688.0
PPG_IR,2155495.0409736,201559.0

PPG_RED,2155495.1407795,135714.0
PPG_IR,2155495.1405174,201581.0
PPG_IR,2155495.1406103,201614.0
PPG_GRN,2155495.1408668,11007.0
PPG_GRN,2155495.1409563,10993.0
PPG_IR,2155495.3913505,201637.0
PPG_GRN,2155495.3920729,10990.0
EDA,2155495.3924353,0.9088299870491028
PPG_RED,2155495.3917323,135676.0
PPG_IR,2155495.3914956,201656.0
PPG_RED,2155495.3918481,135642.0
PPG_GRN,2155495.3921958,10989.0
PPG_IR,2155495.391613,201606.0
PPG_GRN,2155495.3923074,10991.0
EDA,2155495.4436347,0.9083560109138489
PPG_RED,2155495.3919536,135646.0
TEMP1,2155495.4441208,34.999000549316406
PPG_GRN,2155495.4434186,10986.0
PPG_RED,2155495.4430917,135649.0
EDA,2155495.4439341,0.9077640175819397
TEMP1,2155495.4479086,34.893001556396484
PPG_GRN,2155495.4435216,10994.0
PPG_RED,2155495.4432681,135670.0
PPG_RED,2155495.4470297,135689.0
PPG_IR,2155495.4426555,201509.0
EDA,2155495.4477653,0.9074100255966187
PPG_GRN,2155495.4473099,10978.0
PPG_IR,2155495.4429167,201456.0
PPG_RED,2155495.4471216,135707.0
PPG_GRN,2155495.4474082,10993.0
PPG_IR,2155495.4468482,201475.0
PPG_GRN,2155495.4475908,10971.0
PPG_RED,2155495.447209,135685.0
PPG_RED,2155495.5409451,135720.0
PPG_GRN,2155495.5411156,10965.0
PPG_IR,2155495.4469374,201477.0
PPG_GRN,2155495.5412051,10998.0
EDA,2155495.5412998,0.9070559740066528
PPG_RED,2155495.5410299,135711.0
TEMP1,2155495.5415177,34.917999267578125
PPG_IR,2155495.5407633,201519.0
EDA,2155495.541396,0.9072920083999634
PPG_RED,2155495.6258434,135692.0
PPG_GRN,2155495.6262301,10992.0
EDA,2155495.6266377,0.9071729779243469
PPG_RED,2155495.6259707,135666.0
PPG_RED,2155495.6260887,135657.0
PPG_GRN,2155495.6263595,10986.0
PPG_GRN,2155495.6264799,10986.0
PPG_IR,2155495.6254198,201605.0
PPG_IR,2155495.625672,201627.0
PPG_IR,2155495.7245723,201642.0
TEMP1,2155495.7256668,34.96500015258789
PPG_GRN,2155495.725128,11002.0
PPG_RED,2155495.7248974,135662.0
EDA,2155495.7253983,0.9076470136642456
PPG_IR,2155495.7246914,201650.0
PPG_RED,2155495.7250177,135673.0
PPG_GRN,2155495.7252211,10989.0
EDA,2155495.7255078,0.9077640175819397
PPG_IR,2155495.9068209,201657.0
TEMP1,2155495.9077809,34.94900131225586
PPG_RED,2155495.9070312,135660.0
PPG_RED,2155495.9071817,135683.0
PPG_GRN,2155495.9073033,10995.0
PPG_GRN,2155495.9074184,10995.0
PPG_IR,2155495.906943,201680.0
PPG_GRN,2155495.9412165,10998.0
PPG_IR,2155495.9405302,201674.0
637695
PPG_RED,2155495.9409657,135724.0
EDA,2155495.9414827,0.9098979830741882
EDA,2155495.9415752,0.911086976528PPG_GRN,2155495.9413046,10994.0
PPG_RED,2155495.9411259,135723.0
PPG_GRN,2155495.9413842,11001.0
PPG_RED,2155496.0408342,135689.0
PPG_GRN,2155496.0410822,10994.0
PPG_GRN,2155496.0411706,10976.0
PPG_GRN,2155496.0412516,10976.0
EDA,2155496.0413517,0.9127569794654846
PPG_IR,2155496.0406633,201493.0
PPG_RED,2155496.0409194,135667.0
PPG_IR,2155496.0407446,201489.0
PPG_RED,2155496.0409948,135672.0
PPG_IR,2155496.1253905,201484.0
EDA,2155496.1266378,0.914434015750885
PPG_RED,2155496.1257031,135672.0
PPG_GRN,2155496.1263148,10995.0
TEMP1,2155496.1269598,34.986000061035156
PPG_RED,2155496.1260537,135661.0
EDA,2155496.1267988,0.9159960150718689
PPG_IR,2155496.1255703,201519.0
PPG_GRN,2155496.1264928,10982.0
PPG_RED,2155496.2253164,135679.0
PPG_IR,2155496.2247754,201522.0
PPG_RED,2155496.2254201,135671.0
PPG_IR,2155496.2250742,201545.0
PPG_RED,2155496.2255421,135723.0
PPG_IR,2155496.2251945,201552.0
EDA,2155496.2258009,0.9172009825706482
PPG_GRN,2155496.2256302,10985.0
TEMP1,2155496.2258808,34.95800018310547
PPG_GRN,2155496.2256886,10983.0
PPG_GRN,2155496.2257388,10981.0
TEMP1,2155496.3749451,34.875999450683594
EDA,2155496.3747076,0.9187719821929932
PPG_IR,2155496.3739033,201552.0
PPG_GRN,2155496.3744101,10994.0
EDA,2155496.3748176,0.9201070070266724
PPG_RED,2155496.3743162,135723.0
PPG_IR,2155496.3740958,201552.0
PPG_GRN,2155496.3745228,10994.0
PPG_RED,2155496.425592,135725.0
TEMP1,2155496.4266287,34.94599914550781
EDA,2155496.4263973,0.9214450120925903
PPG_GRN,2155496.4258697,10992.0
PPG_GRN,2155496.4259727,11010.0
PPG_RED,2155496.4256808,135714.0
PPG_RED,2155496.4257668,135709.0
PPG_IR,2155496.4252851,201584.0
PPG_GRN,2155496.4261348,10984.0
PPG_IR,2155496.4253997,201619.0
PPG_IR,2155496.4254868,201623.0
PPG_IR,2155496.5402887,201642.0
EDA,2155496.5409769,0.9226639866828918
PPG_RED,2155496.5404658,135716.0
PPG_GRN,2155496.5406339,10995.0
PPG_IR,2155496.54038,201677.0
PPG_GRN,2155496.5408312,10987.0
PPG_RED,2155496.5405471,135724.0
EDA,2155496.5410784,0.923520028591156
PPG_RED,2155496.6408794,135718.0
PPG_IR,2155496.6403228,201690.0
8053
PPG_GRN,2155496.641339,10996.0
TEMP1,2155496.6421399,34.941001892089844
PPG_IR,2155496.640518,201689.0
PPG_IR,2155496.6407032,201643.0
PPG_RED,2155496.6410004,135722.0
PPG_GRN,2155496.641532,10985.0
PPG_GRN,2155496.641686,11005.0
PPG_RED,2155496.6412192,135731.0
PPG_GRN,2155496.7743987,10995.0
PPG_IR,2155496.7740583,201539.0
051758
PPG_RED,2155496.7742308,135682.0
EDA,2155496.7747153,0.9248679876327515
PPG_IR,2155496.7741467,201499.0
EDA,2155496.7748099,0.9251139760017395
PPG_GRN,2155496.7745711,10971.0
PPG_RED,2155496.7743133,135689.0
PPG_IR,2155496.8406652,201494.0
EDA,2155496.8413128,0.9252359867095947
TEMP1,2155496.8413904,34.90800094604492
PPG_GRN,2155496.8410937,10990.0
PPG_GRN,2155496.8411556,11003.0
PPG_IR,2155496.8407382,201499.0
PPG_RED,2155496.8408599,135704.0
PPG_GRN,2155496.8412493,10980.0
PPG_IR,2155496.8407887,201485.0
PPG_RED,2155496.8409726,135691.0
PPG_RED,2155496.8410292,135691.0
PPG_IR,2155496.940646,201497.0
EDA,2155496.9412009,0.9251139760017395
PPG_GRN,2155496.9410168,10989.0
EDA,2155496.9412947,0.9251139760017395
PPG_RED,2155496.9408438,135708.0
PPG_GRN,2155496.9411035,10983.0
PPG_RED,2155496.9409276,135697.0
PPG_IR,2155496.94075,201537.0
TEMP1,2155497.0584652,34.994998931884766
PPG_GRN,2155497.0577863,10991.0
EDA,2155497.0581429,0.9251139760017395
PPG_RED,2155497.0575458,135692.0
PPG_IR,2155497.0572927,201542.0
PPG_GRN,2155497.0579483,10986.0
EDA,2155497.058315,0.9251139760017395
