Type,Time,Data
PPG_IR,356788.9605296,196100.0
TEMP1,356788.9616678,37.44900131225586
PPG_IR,356788.9606092,196167.0
PPG_IR,356788.9607062,196245.0
PPG_GRN,356789.0610794,9604.0
PPG_RED,356789.060948,131332.0
PPG_GRN,356789.0611447,9597.0
PPG_RED,356789.0610116,131386.0
EDA,356789.0612647,0.3457440137863159
TEMP1,356789.0614473,37.47800064086914
PPG_IR,356789.0605318,196304.0
PPG_IR,356789.0607314,196479.0
EDA,356789.2942064,0.34620800614356995
PPG_RED,356789.293926,131448.0
PPG_IR,356789.2934042,196639.0
EDA,356789.2993268,0.3464139997959137
PPG_GRN,356789.2940464,9617.0

PPG_RED,356789.293986,131480.0
EDA,356789.2994872,0.34658700227737427
PPG_IR,356789.2937537,196906.0
PPG_IR,356789.2979689,197035.0
PPG_IR,356789.2981105,197166.0
EDA,356789.3274863,0.34677600860595703
PPG_GRN,356789.2941009,9623.0
85009766
PPG_RED,356789.2985658,131521.0
PPG_GRN,356789.2941476,9620.0
PPG_IR,356789.2982495,197251.0
PPG_RED,356789.2987159,131544.0
PPG_IR,356789.3269227,197388.0
PPG_RED,356789.2987977,131564.0
PPG_RED,356789.3271245,131604.0
PPG_GRN,356789.2989874,9627.0
PPG_RED,356789.3272067,131613.0
PPG_IR,356789.3270239,197409.0
PPG_GRN,356789.2990851,9649.0
PPG_GRN,356789.299207,9635.0
PPG_GRN,356789.3272986,9655.0
PPG_GRN,356789.3273855,9646.0
TEMP1,356789.4627026,37.41400146484375
PPG_IR,356789.4618347,196808.0
EDA,356789.4624997,0.3469829857349396
PPG_GRN,356789.462322,9627.0
PPG_GRN,356789.4624039,9608.0
PPG_RED,356789.4621195,131443.0
PPG_RED,356789.4622461,131311.0
EDA,356789.4625675,0.347104012966156
PPG_IR,356789.4619365,196102.0
PPG_IR,356789.5993078,195787.0
PPG_IR,356789.5993651,195647.0
EDA,356789.6000107,0.3471910059452057
PPG_IR,356789.5994192,195593.0
PPG_GRN,356789.5997569,9603.0
PPG_RED,356789.5995037,131241.0
PPG_GRN,356789.5998792,9588.0
PPG_RED,356789.59959,131200.0
PPG_GRN,356789.5999443,9573.0
PPG_RED,356789.5996666,131185.0
PPG_IR,356789.6941944,195667.0
EDA,356789.6949049,0.34736400842666626
TEMP1,356789.6951626,37.426998138427734
PPG_GRN,356789.6946808,9570.0
EDA,356789.6950007,0.34757199883461
PPG_GRN,356789.6947885,9577.0
PPG_RED,356789.6944783,131194.0
PPG_RED,356789.6945843,131225.0
PPG_IR,356789.6943585,195811.0
PPG_RED,356789.7608862,131252.0
TEMP1,356789.761446,37.46900177001953
PPG_GRN,356789.7610946,9597.0
PPG_IR,356789.7606549,195863.0
EDA,356789.7613182,0.34769299626350403
PPG_RED,356789.7609576,131253.0
PPG_GRN,356789.7611685,9602.0
PPG_IR,356789.7607405,195928.0
PPG_RED,356789.7610202,131265.0
PPG_IR,356789.7608093,196007.0
PPG_RED,356789.8702049,131294.0
EDA,356789.8712658,0.3477970063686371
TEMP1,356789.871618,37.486000061035156
PPG_GRN,356789.8708356,9602.0
EDA,356789.8714774,0.34797099232673645
PPG_GRN,356789.871002,9591.0
PPG_RED,356789.8705805,131332.0
PPG_IR,356789.8698734,196112.0
PPG_IR,356789.8700879,196288.0
EDA,356789.967003,0.3481619954109192
PPG_GRN,356789.9668285,9602.0
PPG_GRN,356789.9668857,9608.0
PPG_GRN,356789.9669366,9617.0
PPG_RED,356789.9665594,131347.0
PPG_RED,356789.9666739,131381.0
PPG_RED,356789.9667581,131444.0
PPG_IR,356789.966268,196428.0
PPG_IR,356789.9663776,196591.0
PPG_IR,356789.9664633,196706.0
PPG_GRN,356790.1637348,9627.0
PPG_IR,356790.1631928,196848.0
378906
EDA,356790.1639999,0.3483180105686188
PPG_IR,356790.1632995,196960.0
EDA,356790.1640583,0.3484399914741516
PPG_RED,356790.1634793,131452.0
PPG_GRN,356790.1638696,9618.0
PPG_IR,356790.1633852,197082.0
PPG_GRN,356790.1639287,9640.0
PPG_RED,356790.1635673,131494.0
PPG_RED,356790.1636444,131519.0
PPG_RED,356790.2831829,131543.0
EDA,356790.283508,0.34856200218200684
PPG_IR,356790.2829326,197229.0
EDA,356790.2875635,0.34859699010849
EDA,356790.2877053,0.34868401288986206
PPG_RED,356790.2832782,131549.0
TEMP1,356790.2837055,37.446998596191406
TEMP1,356790.2878339,37.54800033569336
PPG_IR,356790.283035,197191.0
PPG_GRN,356790.2833629,9653.0
PPG_IR,356790.2864886,196611.0
PPG_RED,356790.2868527,131377.0
PPG_IR,356790.2866275,195908.0
PPG_RED,356790.2869401,131246.0
PPG_IR,356790.2867495,195606.0
PPG_RED,356790.2872167,131164.0
PPG_GRN,356790.2873654,9624.0
PPG_GRN,356790.2874312,9583.0
PPG_GRN,356790.2874908,9584.0
PPG_IR,356790.3452569,195480.0
EDA,356790.3459782,0.34884101152420044
PPG_RED,356790.3454561,131107.0
PPG_GRN,356790.3457972,9575.0
PPG_IR,356790.3453612,195427.0
PPG_GRN,356790.3458793,9583.0
PPG_RED,356790.3456817,131126.0
PPG_RED,356790.4937047,131150.0
EDA,356790.494394,0.34905099868774414
TEMP1,356790.4946099,37.45000076293945
EDA,356790.494516,0.3491379916667938
PPG_IR,356790.4932613,195515.0
PPG_GRN,356790.4940705,9582.0
PPG_GRN,356790.4942498,9564.0
PPG_GRN,356790.4943224,9562.0

PPG_RED,356790.4938717,131176.0
PPG_IR,356790.4934251,195632.0
PPG_IR,356790.4935549,195681.0
