EDA_mean,EDA_std,PPG_GRN_mean,PPG_GRN_std,PPG_IR_mean,PPG_IR_std,PPG_RED_mean,PPG_RED_std,TEMP1_mean,TEMP1_std,PPG_RED_HR_mean,PPG_RED_HR_std,PPG_RED_IBI_mean,PPG_RED_IBI_std,PPG_IR_HR_mean,PPG_IR_HR_std,PPG_IR_IBI_mean,PPG_IR_IBI_std,PPG_GRN_HR_mean,PPG_GRN_HR_std,PPG_GRN_IBI_mean,PPG_GRN_IBI_std,PPG_RED_brut_mean,PPG_RED_brut_std,PPG_IR_brut_mean,PPG_IR_brut_std,PPG_GRN_brut_mean,PPG_GRN_brut_std,TEMP1_brut_mean,TEMP1_brut_std,PPG_RED_HR_brut_mean,PPG_RED_HR_brut_std,PPG_GRN_HR_brut_mean,PPG_GRN_HR_brut_std,PPG_IR_HR_brut_mean,PPG_IR_HR_brut_std,PPG_RED_IBI_brut_mean,PPG_RED_IBI_brut_std,PPG_GRN_IBI_brut_mean,PPG_GRN_IBI_brut_std,PPG_IR_IBI_brut_mean,PPG_IR_IBI_brut_std,valence,arousal
0.6845928325688928,0.04940850383125081,9701.703182785563,84.86071050791708,204066.81142462054,498.766009264253,137255.64106923627,111.77006497382511,34.53986482098762,0.06992240233583798,179.7961513817232,3.083438348287322,0.33405093710676476,0.006371974240431355,175.9834501430705,8.181369412157787,0.34215517597243944,0.017709021256976654,181.1265977596445,1.1040304026223204,0.33137158287245955,0.002215484532421335,137255.5657401858,131.35030296969023,204062.90479041915,590.5435209118783,9703.04730482475,84.42180758357712,34.54294583235929,0.09077004199906011,179.926016744864,5.45419435766361,181.24669929489383,2.910090266963139,175.5915188824147,10.395455730282222,0.33380896921492437,0.011292096774693573,0.3311339981491781,0.005854055279447657,0.34301409937960453,0.02250552368609192,0,0
0.7827301223570036,0.008624538596188077,9839.44394839601,24.418252375300053,204146.56800316018,379.73583236607027,137380.33236410582,100.67170594069678,34.716420311808385,0.02544319989152221,180.7631237554862,0.6518362397057446,0.33194746830882277,0.001206416125649388,175.16982072795838,3.026811940240708,0.34287621893578424,0.00624058736290157,180.92395651565107,0.8513191470127788,0.33179359315308476,0.0017206429972015246,137386.76003711202,118.11491264147935,204171.39574898785,456.3978626243778,9841.174667437825,25.026686509120594,34.737722396850586,0.06002663137149047,180.9365971090755,1.6151970268696914,181.1586397654819,3.4899685012663055,177.42915724214515,3.773296986970629,0.3316328792686885,0.0030014452365487608,0.33133239999513275,0.007050398067969831,0.33829759148297167,0.007226740618961644,1,-1
0.9758104391283158,0.011268351474976283,9892.430715367362,34.50873241481554,204474.96233691243,273.5924185480596,137437.15071410354,59.87384738998333,35.0555621078107,0.027210017419288617,181.81750810364917,0.0009039629134390707,0.3300012337071384,1.6553383446324154e-06,180.77110332530216,2.4690847860459777,0.33209779507940784,0.0049300582557060425,181.01225240568107,1.494517851050134,0.33159081184276434,0.0030159192371142693,137436.85902777777,78.99785291665991,204464.21979166666,364.42688437476045,9895.748541666666,31.95522287915586,35.07336118486192,0.07253713203069952,181.81818181818187,5.812095857272028e-14,180.93137988399724,3.593164717238041,179.7909406607569,5.434033689876953,0.33,0.0,0.3317557923008616,0.007246234709135816,0.33402612857753416,0.010877363568557716,-1,-1
1.097961453118442,0.007384054347497534,9987.424948508102,9.920780403505294,203811.80704259864,223.03723464115654,137425.60628274948,54.54246332469037,35.16436957522745,0.0233170804720632,181.63182997235432,0.2005907867141724,0.3303541063801456,0.00038485201195615843,181.80001500552422,0.05695151239008131,0.3300331556871369,0.00010394044141819035,181.03460689713054,0.847491620622029,0.3315472639066776,0.0017033584800304953,137428.49965706447,91.17775028936774,203821.7232510288,382.2619768497802,9988.425308641974,13.865696199306905,35.185631701820775,0.07520441907088256,181.65701344729433,0.581100825217833,181.04458381086744,3.30136420611557,181.8181818181818,0.0,0.3302959307627036,0.0010669935389149995,0.3315268344936314,0.006632016619443827,0.33,0.0,1,-1
1.1656667563793468,0.006218351911697025,10009.764035097907,13.222544552940695,203504.87436678886,309.6176831863689,137396.24344489622,78.07560216977535,35.395918228316106,0.011707572424226655,179.6195085853857,2.3963181366797364,0.3343510677018614,0.004764312145406615,181.81818181818184,2.844966980059944e-14,0.33,0.0,181.7863808774086,0.061869178009633485,0.3300604510684206,0.00011416780724482306,137393.738064833,112.83655325746948,203493.3025540275,455.6366492431527,10009.575105248385,17.505621352272023,35.40249978928339,0.046287946332748985,179.96460477534902,5.091002439755438,181.7563971964316,0.33272037067158644,181.81818181818178,2.968550733539209e-14,0.3336709147138412,0.01021991627160989,0.3301132551782989,0.0006098978004011261,0.33,0.0,1,-1
1.2534281876664493,0.0059423294482776395,10068.073942996067,25.719808909003646,203491.2619301227,375.6398694541324,137448.4563958005,104.27307316730382,35.468242329510346,0.015925682519901743,178.1156296243612,3.0954195448121675,0.33720628674599956,0.006246535110726727,180.75635460312625,0.8768141311974498,0.3320208673020863,0.0018215786517007681,181.0218643238472,1.2496333246882698,0.3315765696570373,0.0024900057632537788,137439.5857966457,132.95208536017125,203464.37002096436,501.3611250321484,10065.885993810522,27.800689555934124,35.47821611971469,0.05256029572239963,180.08328362885962,2.658012739211505,181.0451765726173,3.5142294806234236,181.03077408730135,0.8370756442003162,0.33324855526435776,0.00506283337956699,0.3315412629637177,0.0070768089055000625,0.33144178065687807,0.0015425799979980755,-1,1
1.3709235744317994,0.006726294364511313,10100.80869317053,17.29040687746259,203412.29131737264,331.29701991392915,137509.32200538996,82.62335171751383,35.61041394497741,0.04218481991512275,143.85089318704365,2.4874800269580053,0.41756467955245785,0.006946309368156102,181.81818181818184,2.844950572988884e-14,0.33,0.0,181.01675251258516,0.835756799157352,0.3315707664663654,0.001676009216664703,137501.96061197916,116.11065896347709,203385.443359375,482.8689863334369,10099.1728515625,21.295024354123708,35.63647508621216,0.0772261156890941,144.4543094383511,4.24930323111023,181.01267635165522,3.214047349108605,181.8181818181818,0.0,0.41568178286325974,0.01207474820160063,0.33157882069751365,0.006435904028061122,0.33,0.0,1,-1
1.4214635117292855,0.0037115853854504705,10184.132662852106,8.864790834398596,204363.21736768857,279.0567318124669,137784.43865129916,65.02902800690961,35.764259706661555,0.011974090584404433,181.40093851211304,0.7129275676114358,0.33077366772780453,0.0013127596613574154,177.66541109207,4.452759694734255,0.3380683022795354,0.008703768695349293,180.75838514904584,1.2799520987069324,0.3321221297493393,0.0025668987540914713,137783.14311594202,84.44981791166627,204355.084120983,366.9434669241982,10184.470321361057,11.977246295902857,35.76870755451481,0.046037116119370926,181.38991410378543,1.0893251240147146,180.77460455785877,4.1125771993008735,179.0758936533229,4.81899832138195,0.33079062750411686,0.0020133435100460366,0.3320862781212782,0.008224301075464527,0.3352869374807387,0.009400240185866384,1,-1
1.4744979720108393,0.014937131420970761,10437.946458795537,13.395015451708161,207997.81632781064,602.3297436728179,140830.66219339997,160.37141700587676,35.871430058510825,0.01829629388468839,178.21592422909595,4.965429587263578,0.33760886331559137,0.010665584096433228,181.5532158515387,0.41373924661548245,0.33049631318244893,0.0007749834621906604,181.35039624176213,0.25332239174253945,0.3308593385031302,0.00046573662851723323,140817.8513356562,168.0673127481886,207959.7855691057,669.517382203926,10436.868660472319,15.263901034622148,35.869564154209236,0.057706189509216556,178.89250219210885,8.121585106881225,181.56802100837373,0.7232491605593228,181.81818181818178,2.9808940330728763e-14,0.3361487894774856,0.017494275996636468,0.3304597539994865,0.0013301650243830315,0.33,0.0,1,-1
1.5504157820817137,0.006110917925525435,10446.185844762938,5.663037410957482,207907.4233706649,258.96324058884255,140546.9284545984,43.8160219803948,35.94592264654828,0.0249712945199213,179.78713491499775,2.065915126488367,0.33398943643831197,0.004051261728303591,181.51182918448563,0.20959892272137515,0.33056754076346617,0.00040510061880674264,181.74755475641916,0.09859622122355487,0.33012943422403995,0.00018069171887054718,140543.4112576065,71.51911486148752,207904.5527383367,383.55367072465447,10446.352687626775,9.293555731908194,35.95302631980494,0.051372142306839765,180.02457411603623,4.802329800183761,181.75335135846777,0.3368689503084466,181.66926105929147,0.14388430007010222,0.333529438907798,0.00959241661782227,0.3301188111174162,0.0006173606756065563,0.3302706968819662,0.00026155456650616343,1,-1
